id,source_uuid,historical_model_name,recovered_model_name,recovered_major_version,original_sha256,source_relative_path,source_dataset,metadata_revision
ai_suno_unknown_514719dd84b31293,429a7948-40ba-4ac8-854b-335724fae71f,unknown,chirp-fenix,v5.5,edc95617a32ab09328c68d0debfb93f30390831d6193a1129c1a9c9c4eab0126,audio/429a7948-40ba-4ac8-854b-335724fae71f.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_517da4961ace2e6a,5118c100-2a25-470f-80dd-86a22882725f,unknown,chirp-fenix,v5.5,42510154b8b7330c014576678ef2da3f16f096665494a59e644d24fcdd5584ad,audio/5118c100-2a25-470f-80dd-86a22882725f.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_51dbdb5b46559295,d069f665-df84-4edd-8dee-2a55e04ef18c,unknown,chirp-crow,v5,32f512b5c0917241027c24dc844a69bdb422b2fedf2188072f1fbee7d37790bb,audio/d069f665-df84-4edd-8dee-2a55e04ef18c.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_5210f6092e113e90,9c2b286f-d53c-4ee2-9010-707bdbd8cf4d,unknown,chirp-fenix,v5.5,9ef849c80e10052fbfed84741236b3a41bcf32690dc939e8f0c63f0d03f9f960,audio/9c2b286f-d53c-4ee2-9010-707bdbd8cf4d.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_5295f005170912b6,39b37ce8-c0f2-47c3-bd82-bf3c1f39fc01,unknown,chirp-fenix,v5.5,f4a634cb75583750aca091fc95f06af7dbd3728cf0aaee97620a0f8293ee29d0,audio/39b37ce8-c0f2-47c3-bd82-bf3c1f39fc01.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_52fa2cf5da098e68,68fa4a8f-541f-4001-8eac-af81536e465b,unknown,chirp-crow,v5,d7d9d1e74f81e112c16e95f5703728f89eefd60a69deb6f2b2abf0a10dc828ed,audio/68fa4a8f-541f-4001-8eac-af81536e465b.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_5392888e1e0ae235,367db283-2830-4143-8f23-04d27c16edfa,unknown,chirp-fenix,v5.5,ac0248526d290c21ba5ec4d17b3328819eff420caad726a97e01e5215e4ef261,audio/367db283-2830-4143-8f23-04d27c16edfa.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_542020c32924e4fd,cfa9b496-347e-4a6e-beac-2a9aed96c820,unknown,chirp-fenix,v5.5,8c88aa6f612139ba14aa8e2e7066cfae5b0ecf01ef23d11d01fdffb4f38422a5,audio/cfa9b496-347e-4a6e-beac-2a9aed96c820.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_55ef7ab509af5619,e865c4e0-53c9-49be-be03-d6452fb9c57c,unknown,chirp-crow,v5,24bd136f252666ff336f1bee3f8e0e3056749053a6fe08262eb7b916a4f2834a,audio/e865c4e0-53c9-49be-be03-d6452fb9c57c.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_55f8c8164fcd550d,edc9302c-23a9-45c5-888e-cec92bdfec11,unknown,chirp-crow,v5,14d5856ef5a07d185dfabffc49923d91996dbdda3a968005bef4ab6a5c3f5896,audio/edc9302c-23a9-45c5-888e-cec92bdfec11.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_583ad4ec5402056c,66eda829-61fc-4bd7-aedd-6ddb75b170ac,unknown,chirp-crow,v5,cfc017fa9c6dd34ac730702682170c27aed0aae878b3e846dce000196ddb2d04,audio/66eda829-61fc-4bd7-aedd-6ddb75b170ac.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_58c398c13834f7a8,4b105da9-7ce7-4859-8d2b-5ffb07559d5a,unknown,chirp-crow,v5,8d39ed50a588ea963f6440e66cf42d34b51250c7c75792653874234d8c774497,audio/4b105da9-7ce7-4859-8d2b-5ffb07559d5a.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_5947d7ee103425d9,0fed3563-bcc4-4463-ae37-3460308c5a6b,unknown,chirp-crow,v5,aaea64c25449cbd0607916167dcb4a638df7ff3f4b4ece534512a707c0fcac04,audio/0fed3563-bcc4-4463-ae37-3460308c5a6b.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_5976e1d400b37825,851d1490-4925-4f7f-b8c9-ba7e8d67d0c7,unknown,chirp-fenix,v5.5,761a3a2b392303e1b67c7b803337ec522afa6c4f98bd29e4ecf6e5b5197fe8a4,audio/851d1490-4925-4f7f-b8c9-ba7e8d67d0c7.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_5a7fe3656ea2e200,1ad64265-0f9f-4feb-b04b-46618c6efeb6,unknown,chirp-fenix,v5.5,a65eefa059dce3517e362f50b37006ac31402151257fbd345b2829cc96c6644f,audio/1ad64265-0f9f-4feb-b04b-46618c6efeb6.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_5db363e18b6eb70e,27756119-c17a-4ae6-b85a-49a0ee1e458a,unknown,chirp-fenix,v5.5,0ed7c430c2291ed28bd461b49fe2af24d70604660b249f1454e6faba34957c0c,audio/27756119-c17a-4ae6-b85a-49a0ee1e458a.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_5e00e7019916f5f9,dcbe17c9-eca0-4008-bae2-abc2035cff02,unknown,chirp-fenix,v5.5,60563fc13f22413473a2054a0c5c6a67b74a8ce64c5d27f3ef79ce51d01d17f8,audio/dcbe17c9-eca0-4008-bae2-abc2035cff02.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_5f0fbee77d2d2b2b,4df60572-8021-4825-81fe-449072a36556,unknown,chirp-fenix,v5.5,c8b45ac78df09c82ba3ad145537847e2c750c4a3d2a42c692fbd775d9b044e6f,audio/4df60572-8021-4825-81fe-449072a36556.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_601d4a4d8141f7fe,4a34e962-cd40-404e-b98d-6fd0ee9126ea,unknown,chirp-crow,v5,edb109a3c6b1cdfe960717693968569ff9c6dcda8d761e23be834d54f6ba1b1b,audio/4a34e962-cd40-404e-b98d-6fd0ee9126ea.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_608a33a9d73a375f,f5534ef9-3241-4a86-9ee2-790be565cc05,unknown,chirp-fenix,v5.5,c2798fb06d8f744143a1ffee23c2368dc3cca997cab7a8afa1a3cc5edfd01cc6,audio/f5534ef9-3241-4a86-9ee2-790be565cc05.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_6157712a52b16494,fa2d2840-bf14-4750-8945-a56cf971f569,unknown,chirp-crow,v5,7b09eb117e7812f992540959f2529b6d7783835c6733f9f75447d27801f180de,audio/fa2d2840-bf14-4750-8945-a56cf971f569.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_62c1d9a8229dc775,691fae46-5d33-46b5-95b2-98dec564773e,unknown,chirp-crow,v5,fd46903b3859a62575923f1209c204cf5ee59dfb87a1ea175c2a522bfa83d021,audio/691fae46-5d33-46b5-95b2-98dec564773e.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_62c71e12198fd140,0ab5e317-547e-4fcc-bdf9-6d54bc6bccca,unknown,chirp-crow,v5,3c42176400bf2cdb9ed794d371d5585e2d807f74e15e62ebdb529a1165e17c85,audio/0ab5e317-547e-4fcc-bdf9-6d54bc6bccca.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_63c8ee451b3df5fa,8c81c621-44c0-4b83-bc2b-e1be478cac08,unknown,chirp-fenix,v5.5,dbfb4226fa903b75d59791852c7f42101421ab44cc980d58402f90242868158e,audio/8c81c621-44c0-4b83-bc2b-e1be478cac08.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_6404d75506be1e1b,b375e1d9-2e32-4ee9-8974-113b4b24211d,unknown,chirp-crow,v5,6d035451f10f2ec80330d1bd0462d14141d9564885336740c9ddcb2eaa0b616c,audio/b375e1d9-2e32-4ee9-8974-113b4b24211d.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_64442dbd254124d7,7b57e41c-ab8c-436b-951b-e70a09fdc7dd,unknown,chirp-crow,v5,ea8dc77e07b5b85b896a61628a24d2f447cd34456468215d35e92167ce253423,audio/7b57e41c-ab8c-436b-951b-e70a09fdc7dd.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_647ff21370b7c5dd,621a209a-c7be-4b84-a516-23290410fd6b,unknown,chirp-fenix,v5.5,f92ef71ae8bd725b86d65714284e7f52efec2f0037cd2505eb27c5e705010274,audio/621a209a-c7be-4b84-a516-23290410fd6b.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_64d45afefa6d28d0,d18c6861-06d0-44c0-8807-8aa1e224379d,unknown,chirp-fenix,v5.5,18be8d875b1fc4c4c48964acbc6fed15e9cba425049ec22ef9a3ab5036ca96d7,audio/d18c6861-06d0-44c0-8807-8aa1e224379d.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_65812acb2a67b04d,4ce29c50-ae81-4c99-8d45-29996acaa57f,unknown,chirp-crow,v5,9009abc7255d1027507bd1c415cad2426b4c8dca5b72c3f781b1821e22db99c6,audio/4ce29c50-ae81-4c99-8d45-29996acaa57f.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_6840d1d00ec50722,0f6f7143-db80-407b-9352-a482bc8bf501,unknown,chirp-fenix,v5.5,bfb7ff86c19d9b0ed4c5c4cc665685b62cd279b635aee1c2fc8801fd183d637b,audio/0f6f7143-db80-407b-9352-a482bc8bf501.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_694d2adeb192d4ff,a2612c31-b0af-426f-854e-32439e494a88,unknown,chirp-crow,v5,7c04a8629e153dbff6e413193e5a1cf61445a72b19207d9af61240a1079227cc,audio/a2612c31-b0af-426f-854e-32439e494a88.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_6a1352f0394b5042,f8dfe0ae-ee1e-406a-864b-2b1fca7a6c30,unknown,chirp-v4,v4,94b6a66a8929092d9eac900f9683ba8c938a9df5ea97fc5597cffa1fe323267b,audio/f8dfe0ae-ee1e-406a-864b-2b1fca7a6c30.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_6b4b8ee102675ce5,f2019981-5e42-4bf2-a93a-a100a84372ce,unknown,chirp-fenix,v5.5,2c2dbaa8cf7fc206a8479d9ed3044b77e2ddfb5347e3ae45a5a7b14ab0941fa4,audio/f2019981-5e42-4bf2-a93a-a100a84372ce.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_6bbe5ccf4b15ac97,ea58d2fe-07c5-4779-95db-f673f8fe67b1,unknown,chirp-crow,v5,6e94be9da4906abd4f22cdfe99d79971c95df6196bc89cda7cd68b9593ebcb23,audio/ea58d2fe-07c5-4779-95db-f673f8fe67b1.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_6c7de18c3e32dd4b,bb1a296a-3ed7-4d46-b599-39cd57ab6a40,unknown,chirp-crow,v5,ad7b0b87d7bbba9452af859feb490875e96da15f32d6d305ec809bda72f2d360,audio/bb1a296a-3ed7-4d46-b599-39cd57ab6a40.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_6c8a6307f57fe86f,48ccb42c-3835-4a1f-be82-bda3b07bfa4b,unknown,chirp-fenix,v5.5,f3e7b8d56e94a428823c04ce69ceec8372a75b32098e2de43b19edd46f2ef8e5,audio/48ccb42c-3835-4a1f-be82-bda3b07bfa4b.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_6df2bfdf6e5b683c,227ee228-d514-4b10-b407-7f008d9e040b,unknown,chirp-crow,v5,336c65d04c083e2e4dc14bed1e39c5224c1df791f43727239abcd02b6e1a9c3f,audio/227ee228-d514-4b10-b407-7f008d9e040b.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7003b6c7adebe263,e1a089a3-3fea-45f3-94e1-ca01a3fd384c,unknown,chirp-fenix,v5.5,8ee14587f070a6d98ee1771188ef85661f23802ac7813f3c2fac4c8a435236e5,audio/e1a089a3-3fea-45f3-94e1-ca01a3fd384c.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7176236f089d1484,7d8326e9-9747-45be-9cdb-9069cd712181,unknown,chirp-v2,v2,8b6c70a3c3aaec66203d4399b15fe4f8a1cddc5f82b8502fb68e41e1d0ac1f65,audio/7d8326e9-9747-45be-9cdb-9069cd712181.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_71f65f442180391f,df1f8fde-bd57-4a02-80e9-c5be4727433c,unknown,chirp-fenix,v5.5,7427b43e757c19f9de39a8d4b15090be3fef9b0a89c736c9cae444e84d22c82b,audio/df1f8fde-bd57-4a02-80e9-c5be4727433c.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_720fc317ee6ac31b,5cb72d58-3db4-47d0-982a-8ecd4e667d8a,unknown,chirp-fenix,v5.5,3d2bd0dc5781240ed8410e398d6ea3048f1ad6dadd9ea7482cbd46a39f7ba5e3,audio/5cb72d58-3db4-47d0-982a-8ecd4e667d8a.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_72208444befdbdd5,04254e12-3f27-4587-bd3b-3f81331e270e,unknown,chirp-fenix,v5.5,f398f978cc7a3294b1c96a3ac6431b677efdf4eecea9b746e2b1ba8ebba2f4d1,audio/04254e12-3f27-4587-bd3b-3f81331e270e.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_72b3bbb8080871a5,c3b0f0db-fbec-44b2-839c-66bb7e242360,unknown,chirp-fenix,v5.5,d420fc0fce637b8b4c84263629c6fb3a028e96b8b29452d8e2b53982082f9333,audio/c3b0f0db-fbec-44b2-839c-66bb7e242360.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_73576d2107acae44,5ecfec2d-e8fe-4ae4-b2a2-82e12326d34a,unknown,chirp-fenix,v5.5,6a94ffdc7e097b04d66031a1230532fa9f0a3f28b7d80a1bfc48587aa05dbaee,audio/5ecfec2d-e8fe-4ae4-b2a2-82e12326d34a.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_739cb4cc2235ef3d,aa2a8a08-5b30-4d2d-ae0a-830a3820ba52,unknown,chirp-crow,v5,87b76814bddd64af4ac12e0053928e3e9b2feefb132d56461045305b2cf1324b,audio/aa2a8a08-5b30-4d2d-ae0a-830a3820ba52.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_75aa1fe5870ae3d2,bcadf7ee-9bb1-4cf0-ac4d-ce136c5cb1a7,unknown,chirp-fenix,v5.5,cdac7baf5d4ccdcd07e1856f2a1a6cbee0be18b00d37badf979306b2bbaf6857,audio/bcadf7ee-9bb1-4cf0-ac4d-ce136c5cb1a7.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_75aea86ea5af76bf,b7bfc8fa-8f52-4c6b-b5ff-200f5747dbd4,unknown,chirp-crow,v5,e444542d034800980edafbbe2731ee07a1a3e6c65b25bb8fad0ba3252a8df2c0,audio/b7bfc8fa-8f52-4c6b-b5ff-200f5747dbd4.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_75fe9cfeedb55c9d,71680b58-11e9-46ae-8708-97e1ae92f2aa,unknown,chirp-fenix,v5.5,c9054b69b2713dddc6a37bfc9760a6eb79764a0d9ecba3d6f3782b7c5dff21ac,audio/71680b58-11e9-46ae-8708-97e1ae92f2aa.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_77d813886eb7d272,029162e1-9756-4b51-a380-5f8e6f48f3fe,unknown,chirp-crow,v5,848cb76483772284ee5a8251e908eca5647eaa3657a0698a3614788b897f5de0,audio/029162e1-9756-4b51-a380-5f8e6f48f3fe.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_79e7d0b643c1b4dd,97c99338-2461-4736-9d7b-ecc3fa64575e,unknown,chirp-crow,v5,5bffe5152aeb02298b5aba4d376e5cc88ecd9b28c80fcfefc1fef5266edfd2ab,audio/97c99338-2461-4736-9d7b-ecc3fa64575e.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7ab56aaf01a28ad4,ba8c794c-4f80-44c7-92cf-691ddcc61554,unknown,chirp-crow,v5,2bd5dcda98d65e8b56eab8767e3762dfa5965caf7173efcc6ecf22cf0bbc22b7,audio/ba8c794c-4f80-44c7-92cf-691ddcc61554.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7ae35248dc74f157,5b6d7c3b-6341-4637-a32b-19c9a95633e9,unknown,chirp-crow,v5,4b0a87a0409528197fa2d8be34308d9ab33e8cc1d194ed2ddae9d53b974d1c4f,audio/5b6d7c3b-6341-4637-a32b-19c9a95633e9.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7b6399b9d015a733,4a798a50-b59e-492a-8eae-b2a553581fc2,unknown,chirp-crow,v5,75f21fde063c0877a35085d6cac00ab98b4b92c1561625f39eba7144810a55db,audio/4a798a50-b59e-492a-8eae-b2a553581fc2.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7b926048b847e8cb,331bf3f8-2c0a-4c0b-8625-1970e09f6d35,unknown,chirp-fenix,v5.5,2adef6378f88caa98b4cbca74285dd07cdbf41d87e3a515bdac5dcf28f3e7cbf,audio/331bf3f8-2c0a-4c0b-8625-1970e09f6d35.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7c417f3053a9cdd4,4ce68200-e1b8-4464-adb9-76c484fcc89b,unknown,chirp-crow,v5,30fd6fb51877b2c02fdd5386f3e7dc7418dc558f94fe909c70efeac132d04cf8,audio/4ce68200-e1b8-4464-adb9-76c484fcc89b.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7cf81afb2fc7eb37,2dd7b8e0-2cc2-4b67-b722-d1468658ec4b,unknown,chirp-fenix,v5.5,e75662bb1988ef933689a619270e145fa01a4bbb9321902caba70585e1177429,audio/2dd7b8e0-2cc2-4b67-b722-d1468658ec4b.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7d028b268b6aa0b4,6ffe519a-3641-4212-a05d-a16d57201a43,unknown,chirp-fenix,v5.5,2e8cb231a9e2f53159770bad10a7eaab5b25ffa7b421702b78b30ee8dcc0401a,audio/6ffe519a-3641-4212-a05d-a16d57201a43.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7dca9fa1b51d0860,3aaeb756-bad6-4d0a-bb79-64192fe531ca,unknown,chirp-crow,v5,2553ebd14f64c861167de1439fd4b711207ebf0bf801dde49e242aea7e022827,audio/3aaeb756-bad6-4d0a-bb79-64192fe531ca.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7de42b05b90b5794,44fa5362-d18f-44a2-9393-d52c728827c2,unknown,chirp-crow,v5,58719fc21a3c6a5c8932e3d2ebd89b8c7c28628c9d1788d58ba3c4c36846d342,audio/44fa5362-d18f-44a2-9393-d52c728827c2.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7e268d43231bee7e,2335c4d7-8eab-4ae9-bab0-7fff352740f9,unknown,chirp-fenix,v5.5,24e6cc8154442212b35b868901f50f6990f20b59eb9dd2d59c3ee50d5546893d,audio/2335c4d7-8eab-4ae9-bab0-7fff352740f9.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_7f78ab653642237f,a0fb2707-2dcc-426a-96f2-d8178514bacb,unknown,chirp-crow,v5,ca2dc33b3be62374b62e20dc3ed276d7d0509cbf315235443e820cdae3f9b511,audio/a0fb2707-2dcc-426a-96f2-d8178514bacb.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_80777a127ea924ba,b4bab373-1577-4022-bcac-46d4c460cc67,unknown,chirp-fenix,v5.5,71d1b2803fd0f7e404838acc032736d977b54f0062768f6ff9879ead77929412,audio/b4bab373-1577-4022-bcac-46d4c460cc67.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_80854109abb1b234,c95757e5-f292-447d-863f-1346c4fc6edd,unknown,chirp-crow,v5,baffacb504fd9dfc7c0c396d51ea1a1ccca8fcdb6d6cc37111cac6448c5bb61a,audio/c95757e5-f292-447d-863f-1346c4fc6edd.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_845c0f2d46c97806,cc39fd2f-fd9f-4d28-a4a3-d22544dd9e34,unknown,chirp-fenix,v5.5,2647d18d2a4e75801ddd515430a2279f76db7d4d5d8f6b3df58ef2e1a2e5dac1,audio/cc39fd2f-fd9f-4d28-a4a3-d22544dd9e34.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_84f2183a9e224e43,e36852b6-9754-44ec-b43e-c1152fa110cd,unknown,chirp-crow,v5,1f46ec9d211714f010c4c133be68d204dc6985e0993ea36581c1aa28a16c2493,audio/e36852b6-9754-44ec-b43e-c1152fa110cd.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_858e050732dfc29b,caad092c-6bce-4ca4-984a-0cb0fdb37022,unknown,chirp-crow,v5,2b685bd2c0698e2274d08bf8951d3f7e81198226df23594d7296172a16f05039,audio/caad092c-6bce-4ca4-984a-0cb0fdb37022.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_8638c9e223d6cc5b,1b67c01f-f121-499b-9f12-04a54ce93e47,unknown,chirp-crow,v5,45c43e2e9f46f060598e47af572d2312715c2d6ad94afc05648e637db893d280,audio/1b67c01f-f121-499b-9f12-04a54ce93e47.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_87c63577110e326c,9f9a9431-a529-49f6-a191-53945a8475c2,unknown,chirp-crow,v5,c5eb699372e978bd345ae4eb358a269ff4c755f00c58a9f447cc0d9128289f8c,audio/9f9a9431-a529-49f6-a191-53945a8475c2.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_881445f0e4f3a418,a9e7f4e9-3650-470e-9ec9-f599e8a2e1de,unknown,chirp-fenix,v5.5,64d86e5b068bf4f5cabf9500fa392bed9fb98626e99a837ba9a70f9aeb85af65,audio/a9e7f4e9-3650-470e-9ec9-f599e8a2e1de.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_885a57783ae197ab,73b31e90-5f0c-4811-99ae-a6975d4f2678,unknown,chirp-crow,v5,e2f444f0f787268b6291a655242cb6f3e16426aac452080ee3ff9e7bc358487a,audio/73b31e90-5f0c-4811-99ae-a6975d4f2678.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_8955b970e7607610,e7774fef-a185-4368-8e83-12d0b0c4090c,unknown,chirp-crow,v5,0eae1864ee8536906d4912e591257bc4722b2737ae525d4b63ffb20631b31e14,audio/e7774fef-a185-4368-8e83-12d0b0c4090c.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_89caefac5d2f5863,2c93cb77-3353-406e-acd2-7da505651112,unknown,chirp-fenix,v5.5,2e4f612fc88f3f02b601bdcfdb07d699abc655a82d94a1781d24526b328c99de,audio/2c93cb77-3353-406e-acd2-7da505651112.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
ai_suno_unknown_8a9d32e589c86d7a,ecff8528-080b-48c3-b463-de94b150153f,unknown,chirp-crow,v5,62538aa1e5dfe9e73a1bf90efe43e526c79b9ef03c20ca8092a14fe036cf6665,audio/ecff8528-080b-48c3-b463-de94b150153f.mp3,Kukedlc/suno-ai-music-dataset,bdff424e70c10ef62dca13ba43659ad9e7e1fcdb
