id,view,source_group,role,feature_status,s16_feature_status,s8_feature_status,d_feature_status,r_feature_status,p_feature_status,published_original_path,published_original_revision
ai_humair_suno_0609ed47af961586,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_07186fbd95b53581,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_086fd0ba42dabf37,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_09adf2597a3bfa1a,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_09ba889f0e4dc521,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_0a4a6c182363b2d8,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_0bc194256a7c5cfa,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_10fba3aaa5f80855,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_136babb9388d7711,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_144abee78d73f795,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_152de32f36000673,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_17db3ca84b66c177,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_18012a45df959455,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_182a057435a3895d,10s,Suno,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_18a4bb0ed6826214,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_18c23dd7f74e04c2,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_19a6c00aa4a3fa54,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_19e923de4a3568f9,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_1a2a31746746632e,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_1a2a63f8c603df45,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_1b8bc8ef075842be,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_1c283d216c47bb51,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_1c2990e75b383ddc,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_1d08313e74204509,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_1d11bffb2b01565e,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_1db07405bd41a8e4,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_20a692611666dfcd,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_20dc158503b263d2,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_26123b3eaa07785b,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_263481e74f9c96fb,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_26e5becc3a4e5f97,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_28358d5c94aed2d7,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_2872d08c01e89604,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_28fa8f2e3b66c337,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_29b0511ae2ab79e8,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_29f9ccdc25cd9122,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_2abcb235b0120f94,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_2af044321b79f217,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_2b2d6132ca42bb2f,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_2b9c7cbbf14562ba,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_2cccdc5dca128fe5,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_2cff478177049993,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_2d9e55152457a8d4,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_2f9c5bc65ee0fc85,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_312a3121e32804ab,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_318f0d9ccc13b7aa,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_31f11ba963bb79f7,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_3320421ad4385efa,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_34276495a30c6bee,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_343af0bbf1988095,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_3503e6af97f544ea,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_35067abc3ef97f68,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_35aa05ea2dae15ec,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_37dc6a153fad8d1a,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_38e9856e17f4a4c1,10s,Suno,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_3b3c4d7981b2cb1f,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_3b98fb8107dec899,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_3c1f1d3b3850274d,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_3c4569b890d85e3a,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_3c5137e99d6036b7,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_3d07b838f88cd5aa,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_3e9371dbc1664bb7,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_3f3a4f7ebe58eb23,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_4057bac14aa84772,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_438cdca91cd32265,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_454ada14a99e938c,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_4556dbf87de66291,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_4c331b3d0440fd3e,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_4d29c7c9f368b9ef,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_4d34bd5d2dbf28c5,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_4d67f4e24c4924af,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_4ff271271ed23f1e,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_51fee96fea090e23,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_53290bf3a110b301,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_538a02df5e87af4e,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_54cfafb6f8fb7c49,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_56db174c0389ef06,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_56fffde9355daa6e,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_5758d9aa5412e565,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_57f836c1a26b50ab,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_58fd24c2f68cfa6f,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_5a7ce363709b27a0,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_5e0553a22cc0aaf4,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_606dbd208faca5ef,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_62f847798616ebe8,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_63496380dc8ffffc,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_63be33c2bb095174,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_65edc7c63935f741,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_6646de5bc624ae60,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_6661bbbfd607fcec,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_67c45c95b036d8e7,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_67d240ce470a75a1,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_680448ce2f9caa94,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_6a03d489df449961,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_6ac6fbc14c9507c3,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_6b585afa0b6da984,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_6c3a4b33b508a148,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_6c5492e4d30b1060,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_6dfbb9342808ea99,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_7047bb9900420682,10s,Suno,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_71d4cfd7c5465ef2,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_7231b9bc1cb5545f,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_7257973de26fa708,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_738504d1bd7cabd5,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_74f3915e54f5100d,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_75d05749833c9ebc,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_765fbddac7337d81,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_7698fc655317d384,10s,Suno,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_76a127b24991ad7e,10s,Suno,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_77be477b092015a3,10s,Suno,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_789c4c59af087632,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_78c5fc2bcc5387f0,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_78e5246c955c2802,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_79645399c21f2431,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_7a98f1d5a24be883,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_7bd72d9b62174bb7,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_7ecf39f3227fe44e,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_800df1d25ce03553,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_81b99b2e56edda67,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_8222d8be90f688f0,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_837749fc68033edc,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_845bd32d408ed6a1,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_858a1c6e95ab316e,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_87b774e0ccd01680,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_885e34fb8fc9767d,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_88f64810b9514006,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_8a7e3a7b71d08e5d,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_8b6abfcd79127133,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_8bb34ad6d9d9d68a,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_8c167dca4308215a,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_8e07601f1ccdb87c,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_8ff885582d3feb61,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_916631923026823b,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9208b203780c08c8,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_94dcb51b17f9773d,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9527680021b04146,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_973951cc5a15424d,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_97959b3e243aacc2,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_97f75f0dcc2a9c06,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9adcf080cac737cc,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9afb134d89f43738,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9b948230bd8b00c2,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9c1200e7a52c7585,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9c9cc41a3ceadec7,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9d3e253e21d34aa2,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9d7736b2b154b15a,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9e4cc7b009551a19,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9eb2454c3a01a90d,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_9f5c53b0eff942ae,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_a220189a85f73f58,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_a24d88b2f00e55d9,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_a33faca410189c6f,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_a48e1e29c5502678,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_a54ded46d667294f,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_a64e95ec4ccb144e,10s,Suno,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_a6adc7efe4a28ecc,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_a85c16a832010362,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_a9f72cde95a69f23,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_aa8e607d0523ae0c,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_abf941d4ad94a633,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_acbb6e7809648045,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_ada9f22d5d1ebed0,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_adba7953ccbc97be,10s,Suno,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_ae12488731d1f1c0,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_af2ab270b4a82a94,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_b311925d9e12a0d1,10s,Suno,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_b3e94e2c40624458,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_b52ae2892af723a4,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_b5a66443c979aea1,10s,Suno,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_b7ef1509a4f3671a,10s,Suno,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_b98e1162aed40f86,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
ai_humair_suno_bac8d3588b3ee523,10s,Suno,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
