id,view,source_group,role,feature_status,s16_feature_status,s8_feature_status,d_feature_status,r_feature_status,p_feature_status,published_original_path,published_original_revision
human_fma_medium_19e6086ee36ca5b0,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_19e6086ee36ca5b0.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_1ac101a4f15d825d,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_1ac101a4f15d825d.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_1c72cb9ad468a472,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_1cdede6af7a8932c,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_1cdede6af7a8932c.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_1d20be9c4682bde1,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_1d660297b1333d19,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_1d660297b1333d19.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_1e920728a461b1a3,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_1e920728a461b1a3.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_1eea7d4c95fae823,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_1f36008f892c438c,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_1f36008f892c438c.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_1f4defcab49c5260,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_1f4defcab49c5260.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_1f63e7c3b30352fa,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_1f63e7c3b30352fa.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_1f9cb23fbf697782,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_1f9cb23fbf697782.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_207bc6ded4296e0c,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,,
human_fma_medium_214962825b8122fc,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_214962825b8122fc.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_21872c82046b3635,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_21f47e9a3daacb61,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_21f47e9a3daacb61.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_2249ce6f509670bb,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_2249ce6f509670bb.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_22ac05eac734f375,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_236b0fd18c5217e6,30s,FMA,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_236b0fd18c5217e6.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_24240a848a5d5571,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_24240a848a5d5571.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_2429dab1fa33edc8,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_244f4d15fbfa8014,30s,FMA,locked,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_244f4d15fbfa8014.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_24a2bfd07cde954b,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_24a2bfd07cde954b.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_255fabcf05c03b14,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_258d1c01da4c0588,30s,FMA,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_258d1c01da4c0588.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_260f815c76fbe99e,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_260f815c76fbe99e.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_26d8d53ee3c7f842,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_27553797bcaeb090,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_27553797bcaeb090.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_275e976bb85d4426,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_275e976bb85d4426.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_279f15f8059a0e74,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_279f15f8059a0e74.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_281882dc7030f51f,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_281882dc7030f51f.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_28fb175d87c7b86a,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_28fb175d87c7b86a.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_29abce0c0533253b,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_2a7d88402354b515,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_2b1b70fcbc7d27c0,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_2b8b4ce966605099,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_2b8b4ce966605099.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_2cb5292a739f4c6a,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_2cbe65c0045c6a05,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_2cbe65c0045c6a05.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_2d6494c580f59c56,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_2d6494c580f59c56.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_2db1b3b615afb526,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_2dc0d0d0915bbf8c,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_2dc0d0d0915bbf8c.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_2f917a3a5ecf8fe1,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_2f917a3a5ecf8fe1.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_300d461848b757b0,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_300d461848b757b0.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3014fb0c21352605,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3014fb0c21352605.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_306640153989eed0,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_306640153989eed0.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_30c7db087d364e0d,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_30c7db087d364e0d.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_31cc29baa36976ef,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_31cc29baa36976ef.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_31ec54352c988937,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_31ec54352c988937.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_334e49a4b34eef23,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,,
human_fma_medium_335133c28ae65fad,30s,FMA,locked,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_335133c28ae65fad.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_33ba31ef9d43610a,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_33ba31ef9d43610a.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3401ee16326f9c0f,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3401ee16326f9c0f.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_34beebc42bf421a8,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_34beebc42bf421a8.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_34dd322dc897e7b7,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_34dd322dc897e7b7.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_35921782011111c9,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_35a62f433280e72a,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_35a62f433280e72a.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_36bc64f821d8580a,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_36bc64f821d8580a.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3711796d9bcddddb,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_384b654938bd568a,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_384b654938bd568a.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_38a030e54c2481f3,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_38a030e54c2481f3.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_38e76956d7173a5b,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_38e76956d7173a5b.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_391971358bee9fc6,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_399187b7f8010c8e,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_399187b7f8010c8e.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3a53a63d470a268c,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3a53a63d470a268c.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3b6197e18247a997,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3b6197e18247a997.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3b90f2fc480a8cb2,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3b90f2fc480a8cb2.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3bbc7c6cab7ea344,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3bbc7c6cab7ea344.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3bd3090b905c39b8,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3bd3090b905c39b8.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3c95ea2ff007ecca,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_3c95ea2ff007ecca.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3d39fbc49d299c8d,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3d39fbc49d299c8d.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3dd6a79768ee088e,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,,
human_fma_medium_3eac881b2ab0cc9a,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_3eac881b2ab0cc9a.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3ec8f5e41410423c,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3ec8f5e41410423c.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3f2513a115834fba,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_3f2513a115834fba.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3f5df3fc526d2940,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3f5df3fc526d2940.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_3fa829a72006132b,30s,FMA,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_3fa829a72006132b.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4091c5514763a2a7,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_4091c5514763a2a7.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_41f3267e75420e28,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_41f3267e75420e28.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_42a566a6af33f5ec,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,,
human_fma_medium_42b35ef84d5a245b,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_42b35ef84d5a245b.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_42bcba078ba11749,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_42bcba078ba11749.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_43180b85dc2b6ce3,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_431ab6da0163b4e3,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_44276cf1cdd04b8f,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_44276cf1cdd04b8f.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_447012f0349f74ea,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_447012f0349f74ea.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_44996dac243f77a6,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_44996dac243f77a6.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_44cfbae69387abbc,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_452a4faef0cb5548,30s,FMA,locked,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_452a4faef0cb5548.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4647ba8b68813568,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_4647ba8b68813568.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4674f1559a5559b9,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_4674f1559a5559b9.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_46c4ca88d2049916,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_46c4ca88d2049916.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_46cb68715468bf81,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_4777772b203d4e65,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_4843ea8b89dfb83b,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_4843ea8b89dfb83b.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_48b43865afef2359,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_48b43865afef2359.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_48faf1b5dd03c349,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_4a6f43eef5286f61,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_4a6f43eef5286f61.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4a82ff162e9da7e9,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_4a82ff162e9da7e9.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4aa771fb2926c5bf,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_4aa771fb2926c5bf.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4abe85aea7d7e541,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_4abe85aea7d7e541.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4ac3654786bd0f8c,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_4ac3654786bd0f8c.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4b0c7a1e69637a8c,30s,FMA,development,complete,computed,computed,eligible,unavailable_fewer_than_16_beats_or_invalid_intervals,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_4b0c7a1e69637a8c.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4b200db215978d52,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_4c9219fda1dd15a6,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_4c9219fda1dd15a6.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4cba7a5e6eedff3f,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_4cba7a5e6eedff3f.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4cbc716e525883d2,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_4cbc716e525883d2.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4e17f99be8056978,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_4e17f99be8056978.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4e3571deccc2202a,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_4e3571deccc2202a.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4ec64dbfab19c6a5,30s,FMA,locked,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_4ec64dbfab19c6a5.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_4f65a8eb22188b3c,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,,
human_fma_medium_516a64b1719d7804,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_516a64b1719d7804.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_51b1d1117baa03eb,30s,FMA,development,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_51b1d1117baa03eb.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_526a8b41f0285eb9,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_526a8b41f0285eb9.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_52d43499c08f59c7,30s,FMA,locked,complete,computed,computed,eligible,eligible,unavailable_fewer_than_3_sections_or_downbeat_spans,fma_originals_explicit_license_v1/audio/human_fma_medium_52d43499c08f59c7.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
human_fma_medium_532856d9a76e4be8,30s,FMA,development,complete,computed,computed,eligible,eligible,eligible,fma_originals_explicit_license_v1/audio/human_fma_medium_532856d9a76e4be8.mp3,1bee1265384dc069ad6d1247c0ae7bfd9db09761
