id,source_group,included_in_native30_classifier_cohort,original_sha256,original_bytes,archive_url,archive_member,recording_mbid,title
saraga_hindustani_9a2ce15a-4b28-4d10-abc7-9e05310c2e3b,human_saraga_hindustani_v1,True,5276cf13b2d10669b877b73f64b968603274c50cff4b316fdde63256cf7d5427,71537499,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Abhogi, Rageshree & Khamaj by Ajoy Chakrabarty/Raag Rageshri/Raag Rageshri.mp3.mp3",9a2ce15a-4b28-4d10-abc7-9e05310c2e3b,Raag Rageshri
saraga_hindustani_9a7e51fa-61fd-4e17-bc88-93df44ee3d0c,human_saraga_hindustani_v1,True,c8b32fca0a507a5fbbe894b7a1684ed97a27b36665f02a88346f580c1147d76c,34106665,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Komal Rishav Aasavari/Raag Komal Rishav Aasavari.mp3.mp3,9a7e51fa-61fd-4e17-bc88-93df44ee3d0c,Raag Komal Rishav Aasavari
saraga_hindustani_9af146bf-4fdf-41bb-a665-eacc15741d32,human_saraga_hindustani_v1,True,160171e9d2efc63a584fe06762b7390754a72d1490f6eb0b810b24a9799e5a51,128741990,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Subha Chale Sham Dhale by Ajoy Chakrabarty/Raga Lalit - Khayal/Raga Lalit - Khayal.mp3.mp3,9af146bf-4fdf-41bb-a665-eacc15741d32,Raga Lalit - Khayal
saraga_hindustani_9dcfa70f-9205-4848-8325-649cc900b12c,human_saraga_hindustani_v1,True,b299e9c6cbf8f06da6218d529bb664f5ee908acc4dc56f658ff80c4ea18d77c5,18818213,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Sawani & Bahar by Ulhas Kashalkar/Raag Bahar/Raag Bahar.mp3.mp3,9dcfa70f-9205-4848-8325-649cc900b12c,Raag Bahar
saraga_hindustani_9f4ba52c-935c-4066-ad79-daa709dfa6ec,human_saraga_hindustani_v1,True,81258f47d504f342f4f396e470fdb70d8a3e5747191ea40c58966b77331c66db,11413363,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/New Signature by Brajeshwar Mukherjee/Irani Bhairavi Thumri/Irani Bhairavi Thumri.mp3.mp3,9f4ba52c-935c-4066-ad79-daa709dfa6ec,Irani Bhairavi Thumri
saraga_hindustani_a01ac873-dff4-420f-9fd8-490dd87c58e9,human_saraga_hindustani_v1,True,6e5d3c351897dce9b2cea3a726ded0d79fde1002ef0445873064cb3a845761be,87113905,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Abhogi, Rageshree & Khamaj by Ajoy Chakrabarty/Raag Abhogi/Raag Abhogi.mp3.mp3",a01ac873-dff4-420f-9fd8-490dd87c58e9,Raag Abhogi
saraga_hindustani_a1543855-9f8c-42e5-945a-5fea2727df1c,human_saraga_hindustani_v1,True,a6fa01623215b11b4130b9b4a3f9bccd4c4c56a151f30915d2fa1bc72fbf5e3a,40757337,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Abhogi & Megh by Anol Chatterjee/Raag Megh/Raag Megh.mp3.mp3,a1543855-9f8c-42e5-945a-5fea2727df1c,Raag Megh
saraga_hindustani_a6d77610-1084-4696-9734-79285672df16,human_saraga_hindustani_v1,True,7912e00adcca402a3875f4ee6384dd98b9b78319266dad99d54e99d81b24e466,20195578,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Sudh Kalyan/Sudh Kalyan.mp3.mp3,a6d77610-1084-4696-9734-79285672df16,Sudh Kalyan
saraga_hindustani_a7f28ee8-49af-4572-9c9c-f06b9d85dda2,human_saraga_hindustani_v1,True,74db0150bb73f524365319a681576f461994aef9b541179251a6d902d173bac7,20363805,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Jog & Hameer by Brajeshwar Mukherjee/Raag Hameer/Raag Hameer.mp3.mp3,a7f28ee8-49af-4572-9c9c-f06b9d85dda2,Raag Hameer
saraga_hindustani_a9431b48-880b-4dcb-96f5-6f2c11879fb1,human_saraga_hindustani_v1,True,fb8fbbd7494a45e08c150b49a30b6d747136f70cab2ad717360700a0896c7c49,23739004,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Kalyan, Bhimpalasi & Dhani by Satyasheel Deshpande/Raag Dhani/Raag Dhani.mp3.mp3",a9431b48-880b-4dcb-96f5-6f2c11879fb1,Raag Dhani
saraga_hindustani_aa3b2a92-21ee-44c6-ba84-c2d209db7fc8,human_saraga_hindustani_v1,True,981a1155972302183a6de95a229dc4b1f366f1b75c92759a8bc833f9df2dfba8,36109400,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Triveni/Raag Triveni.mp3.mp3,aa3b2a92-21ee-44c6-ba84-c2d209db7fc8,Raag Triveni
saraga_hindustani_acae4dcf-e5e7-4c8f-b17c-bfec74cabcc1,human_saraga_hindustani_v1,True,8d5fecfe5b41baf5c228f42e90f2648a0288fffbf2d717df25cf403394dd0497,1414420,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Sohani/Raag Sohani.mp3.mp3,acae4dcf-e5e7-4c8f-b17c-bfec74cabcc1,Raag Sohani
saraga_hindustani_adf0b8ea-cc74-410f-bd52-d59c08c78783,human_saraga_hindustani_v1,True,69a4adfbdde231177cbbbf7235a8edaa282f9017a0bcb93f00e4105c7f3763fb,74027952,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Mian Malhar & Ramdasi Malhar by Satyasheel Deshpande/Raag Mian Malhar/Raag Mian Malhar.mp3.mp3,adf0b8ea-cc74-410f-bd52-d59c08c78783,Raag Mian Malhar
saraga_hindustani_ae735e58-e8a1-4db8-9a0a-b8f83863412a,human_saraga_hindustani_v1,True,de8b50b9a667e54facdb6fa8fd69f8c9e6a24fd86d94c7b9dd503d9b361e058e,15141667,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Multani/Multani.mp3.mp3,ae735e58-e8a1-4db8-9a0a-b8f83863412a,Multani
saraga_hindustani_aea2a29d-9ca0-4cd5-b3e9-9dcacd95165c,human_saraga_hindustani_v1,True,fd92357930bd08ca383914820ad7fb0e5efae08ad26e2357a40e5450668d3180,19348240,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Poorva & Gaud Malhar by Sameehan Kashalkar/Raag Gaud Malhar/Raag Gaud Malhar.mp3.mp3,aea2a29d-9ca0-4cd5-b3e9-9dcacd95165c,Raag Gaud Malhar
saraga_hindustani_b07c744e-c3ad-4bb8-b7e3-9a7ef979ea20,human_saraga_hindustani_v1,True,ab88a5a3ac69aa01aff892b772726efb5dacbf81f7657e325b208140932dae25,25151813,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bageshree & Bhairavi Bhajan by Satyasheel Deshpande/Bhairavi Bhajan/Bhairavi Bhajan.mp3.mp3,b07c744e-c3ad-4bb8-b7e3-9a7ef979ea20,Bhairavi Bhajan
saraga_hindustani_b3849502-db24-4042-9d61-299de0211423,human_saraga_hindustani_v1,True,e9b27c47451a3f96c1bec62fb4650b8fa8911761f858924a67ec3282c254ebdd,9656236,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Lyrics of all the Bandishes/Lyrics of all the Bandishes.mp3.mp3,b3849502-db24-4042-9d61-299de0211423,Lyrics of all the Bandishes
saraga_hindustani_b3a43a82-b3c3-49bf-bd3d-db561c1ec355,human_saraga_hindustani_v1,True,c23a90a00160857c3619e8aa4a0a88c5192757308283a8ce6c04f9f16ae5e431,73175902,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Shree by Deborshee Bhattacharya/Raag Shree/Raag Shree.mp3.mp3,b3a43a82-b3c3-49bf-bd3d-db561c1ec355,Raag Shree
saraga_hindustani_b4e6f413-a94e-4b8f-9088-0172bd443e3f,human_saraga_hindustani_v1,True,bd813326b5ab9278353e41e888470c85d9c75f3be724d9372fcb0d914a34c8fe,62482621,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bhoopali & Paraj by Sameehan Kashalkar/Raag Bhoopali/Raag Bhoopali.mp3.mp3,b4e6f413-a94e-4b8f-9088-0172bd443e3f,Raag Bhoopali
saraga_hindustani_b71c2774-2532-4692-8761-5452e2a83118,human_saraga_hindustani_v1,True,e2b316c842057f44a2b2500b672bd07236ad8b90436198326c06f57780fa515e,20463631,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Bairagi/Bairagi.mp3.mp3,b71c2774-2532-4692-8761-5452e2a83118,Bairagi
saraga_hindustani_b77a3149-40fa-4e28-8205-cd4f006f60a1,human_saraga_hindustani_v1,True,e6dca38fcf353a1084804723faa14dce41bf18c5efb7ca767a1e6506b47cf460,7606507,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Malkauns/Malkauns.mp3.mp3,b77a3149-40fa-4e28-8205-cd4f006f60a1,Malkauns
saraga_hindustani_b7e9ec27-9777-456c-b7b6-bcfe2936e5e7,human_saraga_hindustani_v1,True,8cfd2b9f34809be20146364e570b8c93cd7d7c1b61953f77e088a75c227d8d58,27177038,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Khat Todi/Raag Khat Todi.mp3.mp3,b7e9ec27-9777-456c-b7b6-bcfe2936e5e7,Raag Khat Todi
saraga_hindustani_bcb1c58d-e3f1-4fb7-a026-7d5a56c59107,human_saraga_hindustani_v1,True,55b8f1fe55d37a77e9fd8e4badebaa9dc69456122ecee5969db05c5935a22ffd,44889440,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bhimpalasi & Multani by Omkar Dadarkar/Raag Bhimpalasi/Raag Bhimpalasi.mp3.mp3,bcb1c58d-e3f1-4fb7-a026-7d5a56c59107,Raag Bhimpalasi
saraga_hindustani_bfefde58-4eb2-49b0-9c63-7e4ce1070e61,human_saraga_hindustani_v1,True,0845199c364b4a894275ebeb7b41321b0c366612d5a45194a3de8e60e67f4979,84468880,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bhoopali & Gavti by Omkar Dadarkar/Raag Bhoopali/Raag Bhoopali.mp3.mp3,bfefde58-4eb2-49b0-9c63-7e4ce1070e61,Raag Bhoopali
saraga_hindustani_c29c842f-6cc9-4beb-aaaa-1afa8cd0bc5d,human_saraga_hindustani_v1,True,2fddefac2df193e354564ef59819221faaf5d80fc50a37c415ba7a321ee58442,20086587,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Sooha Kanada/Raag Sooha Kanada.mp3.mp3,c29c842f-6cc9-4beb-aaaa-1afa8cd0bc5d,Raag Sooha Kanada
saraga_hindustani_c2d94545-9d2f-4197-8902-c1a1bdcb72f8,human_saraga_hindustani_v1,True,a6ee4e5b68c8fadb96e226a800b195eb1a282e64bb78b737916f77fe21e565b1,16199034,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Mian Malhar & Ramdasi Malhar by Satyasheel Deshpande/Raag Ramdasi Malhar/Raag Ramdasi Malhar.mp3.mp3,c2d94545-9d2f-4197-8902-c1a1bdcb72f8,Raag Ramdasi Malhar
saraga_hindustani_c556b631-111f-42e8-aa98-e02f0777be9e,human_saraga_hindustani_v1,True,e6c75b39e2f44ea6174af4bfe58f1036a1502b392c2439016685bdefba70be18,35917662,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Abhogi, Rageshree & Khamaj by Ajoy Chakrabarty/Raag Khamaj/Raag Khamaj.mp3.mp3",c556b631-111f-42e8-aa98-e02f0777be9e,Raag Khamaj
saraga_hindustani_c5692011-a1e4-469b-a978-15a516c7b1c4,human_saraga_hindustani_v1,True,bfcf7e13d57f3b7de292ac8eb119fc57c37815663f49da974f81cf2f9d006876,36598893,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Sawani & Bahar by Ulhas Kashalkar/Raag Sawani/Raag Sawani.mp3.mp3,c5692011-a1e4-469b-a978-15a516c7b1c4,Raag Sawani
saraga_hindustani_c73c038c-df41-43f9-a272-916b1f2e1fc7,human_saraga_hindustani_v1,True,3b281a7957f3771c5611bcf3be560cc540e8b1cba3487425e0aaa7fa34bc17db,34127462,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Bahar, Gaud Malhar & Yaman by Omkar Dadarkar/Raag Bahar/Raag Bahar.mp3.mp3",c73c038c-df41-43f9-a272-916b1f2e1fc7,Raag Bahar
saraga_hindustani_c76cadd9-9e7b-4e9e-96dc-f79a9a8eed78,human_saraga_hindustani_v1,True,4f83123ee8a5baa63f2441776557089fdbe0dfcfcb456d95eb3a6a4bb4f37e2b,30681651,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Bahar, Gaud Malhar & Yaman by Omkar Dadarkar/Raag Yaman/Raag Yaman.mp3.mp3",c76cadd9-9e7b-4e9e-96dc-f79a9a8eed78,Raag Yaman
saraga_hindustani_c80561d6-5e81-42bb-b404-ac659741b643,human_saraga_hindustani_v1,True,e42b5873c50243b08675f83c7c536bec40a8cbcc75b79a904e6b12d2895f1c60,48882314,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Shree, Lalit Pancham & Bhairavi Thumri by Kaustuv Kanti Ganguli/Raag Lalit Pancham/Raag Lalit Pancham.mp3.mp3",c80561d6-5e81-42bb-b404-ac659741b643,Raag Lalit Pancham
saraga_hindustani_cf1b51f3-aa25-4fb2-bf63-f0271448abf0,human_saraga_hindustani_v1,True,3332545aaa83a2f755a520e5f0b547358a96fc167e81c8bbb552f2cc9aad8eaa,23235978,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Lagan Gandhar & Nirgun Bhajan by Kumar Gandharva/Nirgun Bhajan/Nirgun Bhajan.mp3.mp3,cf1b51f3-aa25-4fb2-bf63-f0271448abf0,Nirgun Bhajan
saraga_hindustani_d0781259-2c63-4b35-8ca3-75c19a98e275,human_saraga_hindustani_v1,True,ee3018e5537d8c83bc301e714180d440fb4fe77b7c2305e78d4a2a9a406c79b8,43842366,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Jog & Hameer by Brajeshwar Mukherjee/Raag Jog/Raag Jog.mp3.mp3,d0781259-2c63-4b35-8ca3-75c19a98e275,Raag Jog
saraga_hindustani_d2b7d16c-d6c2-4ed0-9b63-312217b02a9e,human_saraga_hindustani_v1,True,709a0507340128cd52dc2a1601cd912bc5745b0bcc90d7816a19c75856d0f883,17772570,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Lalit & Bibhas by Omkar Dadarkar/Raag Bibhas/Raag Bibhas.mp3.mp3,d2b7d16c-d6c2-4ed0-9b63-312217b02a9e,Raag Bibhas
saraga_hindustani_d7a57d81-a5dd-44d8-aabf-951cb8f73fe2,human_saraga_hindustani_v1,True,e7076e9d5598d50347c2bf3bee55214727da79c192a2a88b798bee31a3df5079,7821580,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Geetinandan : Part-3 by Ajoy Chakrabarty/Kalavati/Kalavati.mp3.mp3,d7a57d81-a5dd-44d8-aabf-951cb8f73fe2,Kalavati
saraga_hindustani_da0c6431-10b5-44b9-8ba4-57023fd45914,human_saraga_hindustani_v1,True,408ff9d364acabbb7c7dfb35d790b9ca7974aa331971c9158a3f12b218290fc9,14023250,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Anaahata by Milind Malshe/Raag Khokar/Raag Khokar.mp3.mp3,da0c6431-10b5-44b9-8ba4-57023fd45914,Raag Khokar
saraga_hindustani_dc09e696-88d1-427f-bb1b-92d899ed9af1,human_saraga_hindustani_v1,True,4dfc99dec56299ab6bc5385597e3c796412b1570912331b7fb8d4c4a1b2c58bd,97311050,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Kedar & Jog by Ajoy Chakrabarty/Raag Kedar/Raag Kedar.mp3.mp3,dc09e696-88d1-427f-bb1b-92d899ed9af1,Raag Kedar
saraga_hindustani_dd875fec-377f-4565-98ca-cc9cf6397995,human_saraga_hindustani_v1,True,b9265db65e7a65292bdbd606ebb38f4e9c25650f587d378c694f85d702c5566b,7855117,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Hindustani Alaps by Kaustuv Kanti Ganguli/Raag Marwa/Raag Marwa.mp3.mp3,dd875fec-377f-4565-98ca-cc9cf6397995,Raag Marwa
saraga_hindustani_e40375a2-01d2-4137-823a-3e62503baf98,human_saraga_hindustani_v1,True,21de5e8e2af1dbf8d156207f3129a25af4b17fff23fa264ea23c4bd661582f5b,43839138,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Abhogi & Megh by Anol Chatterjee/Raag Abhogi/Raag Abhogi.mp3.mp3,e40375a2-01d2-4137-823a-3e62503baf98,Raag Abhogi
saraga_hindustani_e76e4ee3-bf5c-4d47-bb69-92b8d93035d8,human_saraga_hindustani_v1,True,73821f0014c4782835afb5b9d18f7c518bf6f060910c63a98c80dca9c629fc98,41735748,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bhoopali & Gavti by Omkar Dadarkar/Raag Gavti/Raag Gavti.mp3.mp3,e76e4ee3-bf5c-4d47-bb69-92b8d93035d8,Raag Gavti
saraga_hindustani_ea36cb14-7c11-41d0-acb8-70ec66e61063,human_saraga_hindustani_v1,True,e37d2d685eefdc00abafaa737c25555cc2fdddd22c66ba9ea275e2e4a9278506,79918307,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/New Signature by Brajeshwar Mukherjee/Raag Bairagi/Raag Bairagi.mp3.mp3,ea36cb14-7c11-41d0-acb8-70ec66e61063,Raag Bairagi
saraga_hindustani_ecf28526-9da7-43c6-b039-ed9f7e6ca50b,human_saraga_hindustani_v1,True,24216af48bffc637f824dee71da6b4a3bc6a3781d9fa2c773db6aadae01b8876,33098498,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Puriya & Bhimpalasi by Brajeshwar Mukherjee/Raag Puriya/Raag Puriya.mp3.mp3,ecf28526-9da7-43c6-b039-ed9f7e6ca50b,Raag Puriya
saraga_hindustani_ee7cec18-bc81-4b96-8778-9bda53c8c86e,human_saraga_hindustani_v1,True,27d57a1f0b41287f509a54f78addea417b8de6973c5542afaacdb8ce1197b95d,52531154,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Kalyan, Bhimpalasi & Dhani by Satyasheel Deshpande/Raag Kalyan/Raag Kalyan.mp3.mp3",ee7cec18-bc81-4b96-8778-9bda53c8c86e,Raag Kalyan
saraga_hindustani_f0bc477f-03a7-44c5-8e63-cef7f8692c08,human_saraga_hindustani_v1,True,08fe5c8b428b244dfaf095f0cb3ca55578bc129e7f17a246fa61dc8c995e136c,14126042,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bhatiyar & Bhairavi Thumri by Kaustuv Kanti Ganguli/Bhairavi Thumri/Bhairavi Thumri.mp3.mp3,f0bc477f-03a7-44c5-8e63-cef7f8692c08,Bhairavi Thumri
saraga_hindustani_f0ce173e-e69b-4baf-8c23-cdd63fd15ab1,human_saraga_hindustani_v1,True,5acc8e0c1de7285d978495f7f8abb62af4e9a5378df496a4da9400d4313a1a68,94426457,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bihag by Deborshee Bhattacharya/Raag Bihag/Raag Bihag.mp3.mp3,f0ce173e-e69b-4baf-8c23-cdd63fd15ab1,Raag Bihag
saraga_hindustani_f3313201-ab83-4633-b463-60b862ab1a21,human_saraga_hindustani_v1,True,a86fce38f239ba809a5fdcecbac6aba0643eec8ff2f107fa9adbe76ecc1d8959,62858257,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Marwa & Shree by Omkar Dadarkar/Raag Shree/Raag Shree.mp3.mp3,f3313201-ab83-4633-b463-60b862ab1a21,Raag Shree
saraga_hindustani_f49ac932-a7d3-4031-ae44-acf5ea47eca1,human_saraga_hindustani_v1,True,341143a284476e436455ca7c86ba12fad1be747bafa5710410f3198c25442db1,53363174,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,"saraga1.5_hindustani/Raag Kalyan, Bhimpalasi & Dhani by Satyasheel Deshpande/Raag Bhimpalasi/Raag Bhimpalasi.mp3.mp3",f49ac932-a7d3-4031-ae44-acf5ea47eca1,Raag Bhimpalasi
saraga_hindustani_f5d00c2d-5ca1-4a49-bb38-1af3496e6dfc,human_saraga_hindustani_v1,True,a20a92d53d488015327730761a38f5badde1ed2d467f48801b301ae26098c019,17036527,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Bihag & Bhairavi Dadra by Omkar Dadarkar/Bhairavi Dadra/Bhairavi Dadra.mp3.mp3,f5d00c2d-5ca1-4a49-bb38-1af3496e6dfc,Bhairavi Dadra
saraga_hindustani_f89ad73c-88a0-4cb4-b8cc-e5241a77d8b9,human_saraga_hindustani_v1,True,4b73cce8b53f36c51a74f66676a3361b78e6cc29d0b5083e08dd0d95b703c747,15120345,https://zenodo.org/records/4301737/files/saraga1.5_hindustani.zip,saraga1.5_hindustani/Raag Jog & Kirwani Bhajan by Kaustuv Kanti Ganguli/Kirwani Bhajan/Kirwani Bhajan.mp3.mp3,f89ad73c-88a0-4cb4-b8cc-e5241a77d8b9,Kirwani Bhajan
