id,model,hf_dataset,hf_main_revision,hf_parquet_revision,hf_original_id,source_parquet,source_row_number,raw_sha256,original_sample_rate,original_channels,original_duration_s,standardized_sha256,standardized_relpath,crop_start_s,historical_role,historical_group_id
aime_musicgen_large_01303,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01303,0054.parquet,4,39b069cc6a935774a18e0721665a70e6e10455017b7f9238c9fde53650c2ad87,32000,1,10.18,3b206af367d29ccf93c7d6d1d9079996a42af453fc5427882fa5b53b177aba0c,clips_10s/aime_musicgen_large/aime_musicgen_large_01303.flac,0.081277,development,aime:43d156f418ed165d
aime_musicgen_large_01304,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01304,0054.parquet,5,b65f4b25ff513798c4b10b43ed5280eb572adddc1d8dfb8cca85b717399d1421,32000,1,10.18,87c9ad65b779734641b71288f225cc2e6929546dcf566e1bf085b67085a95e97,clips_10s/aime_musicgen_large/aime_musicgen_large_01304.flac,0.056886,development,aime:b51540fae9a9864e
aime_musicgen_large_01305,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01305,0054.parquet,6,f6afb9d7129e057be7eed0c2d25b2f6221591b361f7c57bcaa4af7285809cdd3,32000,1,10.18,12f660bc59eb4a7811cfa1515cf63726a8b72e55ddaeca70fbc7c66aef2be109,clips_10s/aime_musicgen_large/aime_musicgen_large_01305.flac,0.044973,development,aime:5aeb4b7da9a1e5b1
aime_musicgen_large_01306,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01306,0054.parquet,7,84b1721d0df8fa095bd9a1f226b118f1d237e5d798d9cc799f5ba900120b291c,32000,1,10.18,dbc02b367bc5fdf8b27bca952ee28730a5b9780541b537373cf6cddf81cf06c5,clips_10s/aime_musicgen_large/aime_musicgen_large_01306.flac,0.16277,development,aime:ae35faded27bf3ca
aime_musicgen_large_01307,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01307,0054.parquet,8,83caa2b772d23f7a791c7d63043bf697cb15a91ffe96b38dc5097432d0f92f09,32000,1,10.18,91cbf70dc2e7f9b57bf275514e9327bf1c033c8c902c90ba8ed05017f3080f84,clips_10s/aime_musicgen_large/aime_musicgen_large_01307.flac,0.08168,development,aime:114f4f28ae0b42ad
aime_musicgen_large_01308,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01308,0054.parquet,9,56be9b4043e9ed4721a8ce5421a9a6a7a6fd496dfc5e2d96ceb06c213104d851,32000,1,10.18,ed3382fc765cac072759ded4572361e1861d68513bfce230f29c546cbb590fee,clips_10s/aime_musicgen_large/aime_musicgen_large_01308.flac,0.171458,development,aime:47a2f48f18a6d8cd
aime_musicgen_large_01309,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01309,0054.parquet,10,2c23d6965b7173f15439d17ed5ae7bb7226a728f2b44877ac70c026d2d30e429,32000,1,10.18,32156a302053a5540bb8cf23686ebef9463a625bd9cb6eac6c32f6011056b0dc,clips_10s/aime_musicgen_large/aime_musicgen_large_01309.flac,0.128997,development,aime:84d871bae0dbd713
aime_musicgen_large_01310,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01310,0054.parquet,11,fba5acbb891a113a180407e4580026c9404f1176eed57e82ac6b805d9f1a434e,32000,1,10.18,058552de19bcc8d1dec7f78b07b1b6aea6f366cd47dade6f931fcaaa1a712f6b,clips_10s/aime_musicgen_large/aime_musicgen_large_01310.flac,0.063891,development,aime:762995238cc7a4be
aime_musicgen_large_01311,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01311,0054.parquet,12,951868f96d4f7b55c3580cff7e7ce3194b40019dcc351cd67375e9fbcf95338c,32000,1,10.18,d87c4c74121741235632b19e40529a3c2eae8fc0239be7c76f2ddaa9348b8464,clips_10s/aime_musicgen_large/aime_musicgen_large_01311.flac,0.179381,development,aime:2e4ef3f7d32f60ab
aime_musicgen_large_01312,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01312,0054.parquet,13,42d6988e39006781f2efd938b59bb476ce5d07ef7a43b8c7aa36f1c1b48f187a,32000,1,10.18,2f2543957139f000e1680e30b803a2ed1e728e9e5f7f019086d4af2a0ec5d1aa,clips_10s/aime_musicgen_large/aime_musicgen_large_01312.flac,0.11636,development,aime:5ea0731991fc2cf0
aime_musicgen_large_01313,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01313,0054.parquet,14,55fe4de4fb36fa7fa62c7ebb506cbad0a6432ef89253fe49827d5815cd2f92c7,32000,1,10.18,e5266e280117536bcadec1266ae78d350b7ca362d1cd1048dd4b1ef14f5aa5a2,clips_10s/aime_musicgen_large/aime_musicgen_large_01313.flac,0.115071,development,aime:cda3c32bf33cf5d3
aime_musicgen_large_01314,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01314,0054.parquet,15,e22bb82772fae5a2b07c0fd3d4141bcb585859c27294effadc3220a524571de5,32000,1,10.18,b558460c0dddf926277a5381c8f10a42c5b7e7546f464211ebc75ce06c997203,clips_10s/aime_musicgen_large/aime_musicgen_large_01314.flac,0.176691,development,aime:4dc0f2d6d53a3239
aime_musicgen_large_01315,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01315,0054.parquet,16,039d5f4e0f48f104207c70b68f55221a7e653778c3d0267cb79ccbf497ffdcb2,32000,1,10.18,b41edfc4d36c5fcbf018542e22172f92dfaa19071e881e6ee1b10af6bf5bad8b,clips_10s/aime_musicgen_large/aime_musicgen_large_01315.flac,0.090165,development,aime:3e9c4f58ba9c74b2
aime_musicgen_large_01316,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01316,0054.parquet,17,353198935d4ed329847dfe99a772216c119efd18b3356d136d007a8bfdcce196,32000,1,10.18,f2f586396b16c0f7bc6a4426ede653e1ba6663d0f151eccc81aaa2afa057bb70,clips_10s/aime_musicgen_large/aime_musicgen_large_01316.flac,0.090811,development,aime:88505085ac7d86b4
aime_musicgen_large_01317,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01317,0054.parquet,18,f0d6f0872836f6dc78c9de90e24365294a1140c8f6bdba02bc8b7cf767cc806a,32000,1,10.18,d120e4bbcac10dea4ec47a1c0271273acc067f5234e147bbf0cf802f9cffe15b,clips_10s/aime_musicgen_large/aime_musicgen_large_01317.flac,0.103362,development,aime:43981bbfc22919dd
aime_musicgen_large_01318,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01318,0054.parquet,19,60735be4f2b48d6c15486d35c19d219c9b5f0bacf06e6d3ad56f041076baacaf,32000,1,10.18,a24b722db5e7b3d6c6f65b25915f05c8f1a5ab73ec6fc70db33acad38ecc87e9,clips_10s/aime_musicgen_large/aime_musicgen_large_01318.flac,0.173918,development,aime:a8a0950b608f3a63
aime_musicgen_large_01319,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01319,0054.parquet,20,57455cb32a9146032ea9add97ecb91e7ba91a974efa74a20230502d3b3444475,32000,1,10.18,df2e362b4d5d2437ee185b2ee2867409796bea5bc3f52ca06d97fc78359e0118,clips_10s/aime_musicgen_large/aime_musicgen_large_01319.flac,0.006039,development,aime:7d361e962d5f1218
aime_musicgen_large_01320,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01320,0054.parquet,21,68914d20c2e3078dde24bf38ed0949667e3400a61a67c29b34a0b92d20107c02,32000,1,10.18,b29c8a552871fe4e9f4e201b440fba6e9d9a2311fb1e46b7b81aa75d2fca4449,clips_10s/aime_musicgen_large/aime_musicgen_large_01320.flac,0.01132,development,aime:e7d0f57daf968209
aime_musicgen_large_01321,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01321,0054.parquet,22,e90c6804317a0b89d38efc1ebdfe40f846b7907dfbf470d51b3bf1fdc349db61,32000,1,10.18,99e03381137b180ebbdeb98c42df254c6f7501c6c3cdd912c502323aac69ee19,clips_10s/aime_musicgen_large/aime_musicgen_large_01321.flac,0.085105,development,aime:bde99b9eae4a72f2
aime_musicgen_large_01322,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01322,0054.parquet,23,1f332a47e87e6f103589dc76adb3b932abc29ad3749efdce016039136e0d1a31,32000,1,10.18,081b74ffbe5c657b4dfb0269bb6e8cd14dfa7418e914ec4e94289b148272e6af,clips_10s/aime_musicgen_large/aime_musicgen_large_01322.flac,0.062461,development,aime:84cf37a9f196f617
aime_musicgen_large_01323,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01323,0054.parquet,24,9dbf18da94b93a15403fd8631e91b8ddb1b3adf39582ceb7cbce67018f82a922,32000,1,10.18,2fe5a1fa48661b39b17dec6417e4cc9192f7f10fac07cf7b3646d49fc15360e2,clips_10s/aime_musicgen_large/aime_musicgen_large_01323.flac,0.022848,development,aime:0d57cad825eff491
aime_musicgen_large_01324,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01324,0054.parquet,25,05dfeb8ba32fa27759b7b0ec3e8ef61fca905241c70aca685b2d2863258203a2,32000,1,10.18,8269e8e5f7bae2b85ab1db73bed6d50b37959fbda7c6a18e298f3f4e6f3bde84,clips_10s/aime_musicgen_large/aime_musicgen_large_01324.flac,0.079513,development,aime:8fb091516e8c6ae8
aime_musicgen_large_01325,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01325,0054.parquet,26,daeb95a5aa29770ee4977b85fdab8bf38c4b0aeb0837967db76b37604defa061,32000,1,10.18,6a5a29ffe07e0c48697697d44121545dd9213938c8cff616eeeb3cb21bef97cc,clips_10s/aime_musicgen_large/aime_musicgen_large_01325.flac,0.012409,development,aime:354d65f8c922be75
aime_musicgen_large_01326,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01326,0054.parquet,27,f04c8c69fe0cc697608d222a998e827c9120d9afe45d3d865ff096b4f9ec6dd1,32000,1,10.18,c5eed35ceaf4082561c4a6caeddf55362de1d26c2d7fe79384fe1a17bf346433,clips_10s/aime_musicgen_large/aime_musicgen_large_01326.flac,0.007427,development,aime:e755087b30d882da
aime_musicgen_large_01327,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01327,0054.parquet,28,1907d96e4b3dd724a18036879c67163fefb25a04814379184d467210cf45ecaa,32000,1,10.18,64c9f3fe24e1a6a4437e3e39dc23fbeacc0c2dfbdc8d2001b45117944b8bb67c,clips_10s/aime_musicgen_large/aime_musicgen_large_01327.flac,0.168954,development,aime:6dcae9388633957e
aime_musicgen_large_01328,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01328,0054.parquet,29,545b52ea644400542d3af60bc63ad2208f4cce6a512b5e32542b2cfdbb5b247e,32000,1,10.18,25eb53dcd48e90c39c52fa6563f307acfee2cfe5425ab86c0009b846a7b1353f,clips_10s/aime_musicgen_large/aime_musicgen_large_01328.flac,0.088354,development,aime:a95e7be1ecc7abb9
aime_musicgen_large_01329,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01329,0054.parquet,30,aeea12bc85fca8b72aaf5e0da35a0947778800f39e3644804279d301d89381ac,32000,1,10.18,02582cc7ddc49ad9e780184e11accdc9f35f105e12a9190bcb944b26a5e1347c,clips_10s/aime_musicgen_large/aime_musicgen_large_01329.flac,0.056586,development,aime:ec8ad37f43eb313f
aime_musicgen_large_01330,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01330,0055.parquet,0,de5e2e204247ab79d4a356d3fd5f6c06263b696c5fc8249bfee31c4e808ff85c,32000,1,10.18,81e7b6e34f308ad0f4f377d380863154b8282a93c9678529924d148ceaf45121,clips_10s/aime_musicgen_large/aime_musicgen_large_01330.flac,0.045406,development,aime:b0126a6a3e215ccf
aime_musicgen_large_01331,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01331,0055.parquet,1,8f9170d2b9713532b82f261551170d977eee25d78baaa0289be3f170f1ad1636,32000,1,10.18,6c07516a3df886c1754f184456fa59b72004048330468397b0262f7e671eb1c7,clips_10s/aime_musicgen_large/aime_musicgen_large_01331.flac,0.051521,development,aime:9168e96de66765d9
aime_musicgen_large_01332,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01332,0055.parquet,2,044c630ebf823f678f7b0787babafd351ce0b1525fec9f8cafbb9c4bd7eb7e3a,32000,1,10.18,42a07b6b66513295ade52a9554315a7f9858026718dfde058acb00d6a6b2cbc8,clips_10s/aime_musicgen_large/aime_musicgen_large_01332.flac,0.163293,development,aime:9d23d17618a09bfe
aime_musicgen_large_01333,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01333,0055.parquet,3,ae0ee4ab46b0bbbe61a694c26596f6aec1f4235e7d03661521d71e96a0650dd8,32000,1,10.18,b045eb1a655e4e3799ccccc14fd2a017bb30b8f722a73325a3e7753d3e5f9801,clips_10s/aime_musicgen_large/aime_musicgen_large_01333.flac,0.143334,development,aime:ac960272e31edc64
aime_musicgen_large_01334,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01334,0055.parquet,4,8dac4e339c28e5b8f9b064b9da1304e65d230d8fc677151bf73a01b237561d91,32000,1,10.18,e7462788062b151cf5941e4e4e8fe1731dbd816e828968ff76df5144bb736381,clips_10s/aime_musicgen_large/aime_musicgen_large_01334.flac,0.052211,development,aime:48c374447a031aab
aime_musicgen_large_01335,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01335,0055.parquet,5,2c2934635bf9dee0dc910d2700a5069b55197e51a93ea0b3db5faaa9ca29da20,32000,1,10.18,d0b803d96f917a80c3b2e56d16f59f9957e634fc1bbeb388e6ed752c0852cab1,clips_10s/aime_musicgen_large/aime_musicgen_large_01335.flac,0.064003,development,aime:5d52c3ad04854455
aime_musicgen_large_01336,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01336,0055.parquet,6,3096c9b1375485faa4aa3dfea2d8c2f38c85f12a81ef53e941e41d736d9517aa,32000,1,10.18,38600b31cb21663d90cdc41cdc99072cd5efa93767bfcdd19478c994b4ebe9cd,clips_10s/aime_musicgen_large/aime_musicgen_large_01336.flac,0.077875,development,aime:fdebe67c6197eec7
aime_musicgen_large_01337,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01337,0055.parquet,7,530729a6cb13bfb638bc50cdb10c17cfdfc0f86c5c820295dbce9d1f1314d4e5,32000,1,10.18,80c8c01c16664727d970e43b70f3b956ae250f9cab30105e9140bcb54cd5d585,clips_10s/aime_musicgen_large/aime_musicgen_large_01337.flac,0.06281,development,aime:3f4c43a2eb71e830
aime_musicgen_large_01338,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01338,0055.parquet,8,bfeb48c8002b4ac0194a0ae3fef27b13788d68ab134980f7ca7f557dbae399be,32000,1,10.18,5c063d27633da90b4a70698a6fcaf38188197112b750eb622800b1d0b0203309,clips_10s/aime_musicgen_large/aime_musicgen_large_01338.flac,0.072032,development,aime:84f9236dd1f63d15
aime_musicgen_large_01339,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01339,0055.parquet,9,4a44007bc7a13b0053333ca513754a318ade1687d4990c31d146dd2eb1c44c55,32000,1,10.18,841cd9bad7f462f0fb7aaae0ff7aa7288b678a8e1a82602663dd39b719b47aca,clips_10s/aime_musicgen_large/aime_musicgen_large_01339.flac,0.044536,development,aime:d3100171c968af4d
aime_musicgen_large_01340,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01340,0055.parquet,10,0d4512dfaa8532f340fabb7ba0f600ff95ae0ce905aced8fead2e83b1f0d7b32,32000,1,10.18,56edda5064d2862632e368432511fd57b389d4a1ad6e03241e163540146bf61d,clips_10s/aime_musicgen_large/aime_musicgen_large_01340.flac,0.156773,development,aime:a89c4c1ac2b61f18
aime_musicgen_large_01341,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01341,0055.parquet,11,5b0e9629b2bd2688c3a3d2cfc4a701009a76ac64e3866f7b9897270ead485ebb,32000,1,10.18,f38829009032d2257f7d08652767714a651d216614c2f3581dd464c28764e303,clips_10s/aime_musicgen_large/aime_musicgen_large_01341.flac,0.023182,development,aime:c65f07a2c5936ecb
aime_musicgen_large_01342,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01342,0055.parquet,12,74c93a7b3cbd53ad06f8bd6dfabac1c2284756b993d868f4387fbbf97003fe08,32000,1,10.18,a946d429b00b2d35f4a874576806b0ad974d90872c174a9f082dbea2932a708f,clips_10s/aime_musicgen_large/aime_musicgen_large_01342.flac,0.069591,development,aime:d2a6bbf1068ea7e2
aime_musicgen_large_01343,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01343,0055.parquet,13,95ee73b5208f71a097d8be930d38b24067e6b930121abc53aa7511af04ce642f,32000,1,10.18,d18656eaa27b05db57b5533a98ceed8876525a892407c5dc87a95962b0f3fb5a,clips_10s/aime_musicgen_large/aime_musicgen_large_01343.flac,0.056723,development,aime:60810331950d9e1d
aime_musicgen_large_01344,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01344,0055.parquet,14,c2b55c0d2f819ca2a319c76ae94535655758f9f5bb8cd6c650e16f010ca30209,32000,1,10.18,12273125ed439624990b9a9e3fc884b93018620311c8261d112228ea861b045f,clips_10s/aime_musicgen_large/aime_musicgen_large_01344.flac,0.136383,development,aime:5135c3e531c591ce
aime_musicgen_large_01345,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01345,0055.parquet,15,1f24d4ec3d0907200efe6ee6287b9fa22c981b4b8f18458e175c3199e9f5a945,32000,1,10.18,b570565716fa890d4c12c53d9ec986def70e8616853aaa933e4975a815448b49,clips_10s/aime_musicgen_large/aime_musicgen_large_01345.flac,0.173971,development,aime:074cf59f5131953c
aime_musicgen_large_01346,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01346,0055.parquet,16,d921300c2649394bfd5fd4d2a3d09c7e561a778ea2ce1a7c0714b385a88ae1a5,32000,1,10.18,d9f4bd3d2d196c2506bd7d35025c4d7daaf7c454a90e06b2e353ce6bf5b187c8,clips_10s/aime_musicgen_large/aime_musicgen_large_01346.flac,0.040284,development,aime:9b633114690c5947
aime_musicgen_large_01347,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01347,0055.parquet,17,4c8d6a39b14b49fe93be14295a47bbfa7ba9bfd4356626845480b9b12a3fb247,32000,1,10.18,41b1030c00b601a102f1a08e8a6493681d8a31324e789c1bcfb3b4bcccec21b0,clips_10s/aime_musicgen_large/aime_musicgen_large_01347.flac,0.0676,development,aime:3e22a6375f5aff4d
aime_musicgen_large_01348,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01348,0055.parquet,18,a06b6e956e8e28f53132b7733c860597167a50e0bf2888e16acef13380b9729b,32000,1,10.18,7254561b576ff07a72cd435aef9e33c26cce4e0626b23183705acf14e3353b40,clips_10s/aime_musicgen_large/aime_musicgen_large_01348.flac,0.045689,development,aime:d6bc1451d3dbe1e8
aime_musicgen_large_01349,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01349,0055.parquet,19,e1487db002e69f847fb582cbf662b41434dbcf059beb1efc9de34dc4acf6d2f3,32000,1,10.18,e351eff2bc2fb07d479afe65f369abe85a3702c188e27fa26973a6c9200c6ac3,clips_10s/aime_musicgen_large/aime_musicgen_large_01349.flac,0.159355,development,aime:1c2174c87a0832a7
aime_musicgen_large_01350,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01350,0055.parquet,20,8820f1e4d8ca3009a5e718c890a8e3a743b461bd6fb2125ed1a57e71d0b3b96a,32000,1,10.18,1916c09e2fe0c53131b95e83ab2ac8530c50895ae49c03da0082eb4e734499cf,clips_10s/aime_musicgen_large/aime_musicgen_large_01350.flac,0.004098,development,aime:e820367bd68d1bfd
aime_musicgen_large_01351,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01351,0055.parquet,21,5cfed6e66f021c17a4689e1f2bb9b81af1afdd9ecf84f9cef93082755422267f,32000,1,10.18,16634061124bf64898de43ef02ad3ced059e3c21e0eaca207aec33a6226313bd,clips_10s/aime_musicgen_large/aime_musicgen_large_01351.flac,0.036157,development,aime:6e3704989b092abf
aime_musicgen_large_01352,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01352,0055.parquet,22,f1b623e7f43d709efe66727e88b16c93cf21ad79824f723c5355041cefb76c3a,32000,1,10.18,35d98d1d27204f4ad6a18c1dc731b6ab2fd009ee3a060ddfdeadcefce928a6f1,clips_10s/aime_musicgen_large/aime_musicgen_large_01352.flac,0.124488,development,aime:297eb580bf5160ed
aime_musicgen_large_01353,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01353,0055.parquet,23,5546842f0e627883c59fa3ec8cd58bba2a501e15a871ad5a79a7764e1079cee8,32000,1,10.18,c24f58942150f76e33fb45b86a7c0a174102ff0502841850a85913b5be5a8cc9,clips_10s/aime_musicgen_large/aime_musicgen_large_01353.flac,0.044939,development,aime:d5ce6b571994b414
aime_musicgen_large_01354,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01354,0055.parquet,24,f55674bb21122c7f7b27cb69be99fb60d4d540e2f98f93b0c1b5163b94654848,32000,1,10.18,6e1159ae5167a5ab878928628ea72123fb19ba121a286aa8bd423161c8ac362b,clips_10s/aime_musicgen_large/aime_musicgen_large_01354.flac,0.145346,development,aime:37b4066c62d883ae
aime_musicgen_large_01355,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01355,0055.parquet,25,34fcd534e18274dd13731fc841437f9964f33f05ef537f64a16c8e3cb11e0feb,32000,1,10.18,3e3b2493a1e240159d09ec0a00fa26e2e7ecc2a54a267a7ec3bb395f7349bee2,clips_10s/aime_musicgen_large/aime_musicgen_large_01355.flac,0.12177,development,aime:5e39fcb0c4ec1681
aime_musicgen_large_01356,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01356,0055.parquet,26,2c431be9c5b9ae8d0f3e90704d2b531eed2b6348d97335f1fe2e61cdf6fa30dc,32000,1,10.18,a715d573b1f777bfc859431d462e4eb82e9e09219b64858615c15b20a0861d4d,clips_10s/aime_musicgen_large/aime_musicgen_large_01356.flac,0.020388,development,aime:46b99b6d3e91ebac
aime_musicgen_large_01357,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01357,0055.parquet,27,03f70ca048a31d609ead8218e981aa5d3efa4a4a83779529c903bd298cdeaff1,32000,1,10.18,3025796d5cd5eea56c8f4bdcc71d0e03217d0de2384a63aa27c803b6b2a27601,clips_10s/aime_musicgen_large/aime_musicgen_large_01357.flac,0.110402,development,aime:1d5edb2953576885
aime_musicgen_large_01358,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01358,0055.parquet,28,002e202c3d5cef673a24ff9e771e16f717220ff689446d0934bd32b64f7e1cf0,32000,1,10.18,b1139b012f706aafb1abcb7aa28c08916f217abc06a43be5e24bd6cb3e774bb4,clips_10s/aime_musicgen_large/aime_musicgen_large_01358.flac,0.106179,development,aime:f2e7a4efe193301e
aime_musicgen_large_01359,MusicGen Large,disco-eth/AIME,b84d4be5eda830b6eb714998569dba73530f2601,1bdacac93127439e361bdd19d575d8b596bca4e3,01359,0055.parquet,29,e044210669487f4f483e648f49727cd838c4e530435cb1f686cf526d0922efbf,32000,1,10.18,7d24e084458caf53135cffd1a60064b8dd8e967fdea43098f93a1e3147fd60b2,clips_10s/aime_musicgen_large/aime_musicgen_large_01359.flac,0.131612,development,aime:f2be6056547fe745
