id,prompt_id,label,source_group,role,group_id,native_frames,native_sample_rate_hz,source_sha256,source_receipt_sha256,eligible_native30,eligible_native60,native60_start_frame,native60_frames,native60_input_sha256
ai_yue2_muse_cn_suno_cn_006204_1,muse_cn_suno_cn_006204_1,1,YuE2,development,muse:suno_cn_006204,2783936,48000,bf81fd0639ecb115c75b32f896aa377ee49b2527a1e0c11c88dc186b0ba56e6b,6234f3c2bdd3c58bc0fa1d3869680e7255b66c56ef635293ed3545dce79b682f,1,0,,,
ai_yue2_muse_cn_suno_cn_006375_0,muse_cn_suno_cn_006375_0,1,YuE2,development,muse:suno_cn_006375,1057856,48000,729bb4d87f5804408b1d0d9dfed392bef0541097eec6d266c941b7e97b1d9910,50c575218626e7c36cbad2eaf4c6488581c19d0f4f1b40dc959a20648730b8cb,0,0,,,
ai_yue2_muse_cn_suno_cn_006670_1,muse_cn_suno_cn_006670_1,1,YuE2,development,muse:suno_cn_006670,3290816,48000,b32d11e64342751a2dd6bc71e5d0a69ffe4b870ddd3f15804f80b125e2b828a2,80c2cfa0fc040fd34a4ed0e9c432e48976959c20a034e8a3c1f7cc2e950022a0,1,1,205408,2880000,6b5147b328d17fefb922784dc14b75b7adc55f80e248bf42bdbd18bd9cd16553
ai_yue2_muse_cn_suno_cn_006851_1,muse_cn_suno_cn_006851_1,1,YuE2,development,muse:suno_cn_006851,3169856,48000,8275c68b26dfcbbe8a89716532473715bed0164d2c5a97e3d52b8429c1aba1dc,cf60184867b78b057daec30daa68d7e4f2359c6deb3e22e778186dcd22d45b81,1,1,144928,2880000,20353c01a3b2fd13886b086bb3c1a8ce2f76ca79697d3b2d33b77bb7693dbd4f
ai_yue2_muse_cn_suno_cn_006985_0,muse_cn_suno_cn_006985_0,1,YuE2,locked_test,muse:suno_cn_006985,2277056,48000,c58d218f6322ba0bc509331e47caf31863700ac9543eb0d57f0ac3e9ce0656a5,1c3c3b2f5999b9d54899d97319b0dafdfa8360d1da742fe900758b0291481fa4,1,0,,,
ai_yue2_muse_cn_suno_cn_007242_0,muse_cn_suno_cn_007242_0,1,YuE2,development,muse:suno_cn_007242,2398016,48000,b653cb9caf697d7280323f1d97b1b3b535d59c86d4fcd907242f7d48592cdfdd,88acaab42886adffaf66d994c5e644876362a1b9e77883e47c5c891f5ae89a83,1,0,,,
ai_yue2_muse_cn_suno_cn_007250_1,muse_cn_suno_cn_007250_1,1,YuE2,development,muse:suno_cn_007250,2296256,48000,1048f34420dcda862691f40255f332d009a7e03513ff6a72eddb9a04fe75e613,5587a407ddc1c6cba8f991ea8b93f3d66e357374822d657f67cc757631caa948,1,0,,,
ai_yue2_muse_cn_suno_cn_007265_1,muse_cn_suno_cn_007265_1,1,YuE2,development,muse:suno_cn_007265,2152256,48000,e69ea9c7680739a73079cafe18dd4ee0059719b4887c742bf86e73c99d923587,c84dd441fe07041ad9550fb2a4591deb184f2a8e99d6d6af27240e32e29ddcb0,1,0,,,
ai_yue2_muse_cn_suno_cn_007401_1,muse_cn_suno_cn_007401_1,1,YuE2,development,muse:suno_cn_007401,3598016,48000,12a5b6eb5c0523cba2071ea1ff672a935390737e138d61d20c4cec35f044221b,a2032a68642a0575c9a7c1aabaf20f87eea2d45804f7e523b7023655c835e5d2,1,1,359008,2880000,b3021cbf081675810ff4a7c417affd9fac89f7a836fc7a1937f1a5b95a02ae6e
ai_yue2_muse_cn_suno_cn_007503_0,muse_cn_suno_cn_007503_0,1,YuE2,locked_test,muse:suno_cn_007503,3202496,48000,a538e11fa1fc86b22d56618444281abd6a1434454aabd89ab4bb67d00294da8b,d87e451927a61c2d058b9b1693cd3cac2318a7c702a7ac2cc736ddc007bab5e3,1,1,161248,2880000,b47870aff49491e64e53ec3ee337a651b60f93916e240b3c40c3287a5c092f45
ai_yue2_muse_cn_suno_cn_007831_1,muse_cn_suno_cn_007831_1,1,YuE2,locked_test,muse:suno_cn_007831,2184896,48000,e205391bff5b29c86d87831d18d7c2814522e531bab5088fd3f6a61e4c8db9f2,7cca9076e2dae66b421dba157a39db5e39738e00c4268026be2b2e168703536c,1,0,,,
ai_yue2_muse_cn_suno_cn_007990_0,muse_cn_suno_cn_007990_0,1,YuE2,development,muse:suno_cn_007990,2037056,48000,4e5047943d9c04d7172e15627ea46040eb88aca6be883ed2e847175796907022,750252ae17c831da81c402939d2c91128fbceb01a28da50af9e681fdb6c5bd8c,1,0,,,
ai_yue2_muse_cn_suno_cn_008284_1,muse_cn_suno_cn_008284_1,1,YuE2,locked_test,muse:suno_cn_008284,2280896,48000,0f5a0046aa955806b49f654dc5ddded22dacb50bb2792a4b2cd63db26cb7a13d,1f350ba734d475a412f6a788c28d643c73ec4864f251bda5c0f3ffe922d71f87,1,0,,,
ai_yue2_muse_cn_suno_cn_008333_1,muse_cn_suno_cn_008333_1,1,YuE2,locked_test,muse:suno_cn_008333,2878016,48000,8918083e1a386f8fd4767b62ab6a4b0591dd75f177f342ce14cfafa969426e7a,f90a715fe923514cf1b708c2f77b415dd7fe0a95e082cef1e7968dd5dfb312e4,1,0,,,
ai_yue2_muse_cn_suno_cn_008405_1,muse_cn_suno_cn_008405_1,1,YuE2,development,muse:suno_cn_008405,2674496,48000,8e957bb4ab51f71cfb65ea2ec04c9649125dcb3570ac2546f33cee0340ecc049,41be6b4a39323196381dea0e6c168f91a9357af027df84c7da8d38ee24f7ca79,1,0,,,
ai_yue2_muse_cn_suno_cn_008426_0,muse_cn_suno_cn_008426_0,1,YuE2,development,muse:suno_cn_008426,2528576,48000,df0ed352e6fa00e101b59c123d80f280b9437d02166c513649281780112d54b9,8be1c692456fbd87d6c8a0fe745ead25d832501320e4990bf91d8c48499b4352,1,0,,,
ai_yue2_muse_cn_suno_cn_008528_0,muse_cn_suno_cn_008528_0,1,YuE2,development,muse:suno_cn_008528,2972096,48000,71c4905fb99b26a966c7668fa5b897d4378e65972ad70c517b7ee1a4217f248d,d3d0a8901d977c838788f7fcc143e02ad55b006709c3720dae14231fecf0dc4a,1,1,46048,2880000,9204d1f48f4180c3f990c399ebb342055ccc6dcf2b2ffce1d88f964ae0db31cc
ai_yue2_muse_cn_suno_cn_008555_0,muse_cn_suno_cn_008555_0,1,YuE2,development,muse:suno_cn_008555,2630336,48000,dff2b490a1a87bd833b31456ce8fd47777d1c107a6212945ce8635bc1359d0cb,e1c031b1f0fd5bde808b1e2ba27207d369e2334ee771a31bc49946b32b41105b,1,0,,,
ai_yue2_muse_cn_suno_cn_008586_0,muse_cn_suno_cn_008586_0,1,YuE2,locked_test,muse:suno_cn_008586,2288576,48000,c612aee15d878b953ea7a30660063f95346076ff2aab687cb071c77929867494,cffc54dc50c50e78a151f1a687fd817ec045c31f62f57332ef84887ac844ddb6,1,0,,,
ai_yue2_muse_cn_suno_cn_008777_0,muse_cn_suno_cn_008777_0,1,YuE2,development,muse:suno_cn_008777,2148416,48000,4a5a34a7c33085cc726202098fc50940f45e071f97a4920df6f9d5fec1b4d083,8bbded6743f5b58810aa14af774f422452f6ae3c7e2b8f6a1be68c846893514f,1,0,,,
ai_yue2_muse_cn_suno_cn_008836_1,muse_cn_suno_cn_008836_1,1,YuE2,locked_test,muse:suno_cn_008836,3104576,48000,aef499adb54b428fc4c798eba3532dca384fe1c9418f4cb376cacf4c208b42c1,c9b38d2f4c21f484168ffea10e288db3100504fb5994f9d2f2fc4911b1834009,1,1,112288,2880000,5b6ace9587ef620c88e137462606cc8206071f09624e60921e03198c35dd6aec
ai_yue2_muse_cn_suno_cn_008947_0,muse_cn_suno_cn_008947_0,1,YuE2,locked_test,muse:suno_cn_008947,2396096,48000,ed40cabf3ca8669fb14f1dbfa05254fca6f2c7725d64d83fb3f25ae9ae733db7,75f2cd752e8c30f6558e2bd5a9e0a98a3c8d3e68727737e7114caecf9e05bb5a,1,0,,,
ai_yue2_muse_cn_suno_cn_009034_0,muse_cn_suno_cn_009034_0,1,YuE2,development,muse:suno_cn_009034,2294336,48000,ed04490e2ce8a430dce4bd42d51f5d2e6e76c2238747d8de3da212adc2635cdd,5c5d8b96190c69899d82db700a662bb05df3dd8e164e865ae229cf9dfbf3e9f4,1,0,,,
ai_yue2_muse_cn_suno_cn_009181_0,muse_cn_suno_cn_009181_0,1,YuE2,development,muse:suno_cn_009181,2774336,48000,4a246c4382c7717affe71710debd4b5fc9f82fe57265af4d909dbcdbedc55738,f8231fb0216e5d0893433721007390e492e72113a95b9b83ff6dfa51d5ca365a,1,0,,,
ai_yue2_muse_cn_suno_cn_009437_0,muse_cn_suno_cn_009437_0,1,YuE2,development,muse:suno_cn_009437,3659456,48000,36b586a413779e4860dd127abe93f76744d1796647e1de552836397229eeb725,aed2b1442bb43e51aac611d941c6b0040ec0dc7c1638025312c5a1fb6cb08da8,1,1,389728,2880000,304ed04aaa2b01a8d75a55f26c7c29758e8cb12b19c59332de4caa4273360773
ai_yue2_muse_cn_suno_cn_009521_0,muse_cn_suno_cn_009521_0,1,YuE2,development,muse:suno_cn_009521,3816896,48000,b7337ba4a6d470ff592f23660862760ba7b484c897b4dfec6fdb79c5591f18d1,8a7e43fae26c34da4826ee0bec79002a28f49b4e69716de1cb2f94a84520b344,1,1,468448,2880000,bac741aa18f0d5e9f6fd6430d8e7c4a9ffe8e98d707ac9016d8f48c1e80ef0a4
ai_yue2_muse_cn_suno_cn_009697_0,muse_cn_suno_cn_009697_0,1,YuE2,development,muse:suno_cn_009697,2394176,48000,0668de58d7b8f4cd01a30587c8f824a5494ba2919444518d763e097913b9b617,d0d71678d54ce6ca7f4d021f5127acda71051a858eed0519436005d17833e9a3,1,0,,,
ai_yue2_muse_cn_suno_cn_009859_0,muse_cn_suno_cn_009859_0,1,YuE2,development,muse:suno_cn_009859,4183616,48000,bc92c3862cb12273137cc4f7b05d86aa3a69a6c03c9210141274d934a1d9f52e,f9302a14b434ebdab0b01e0122c1f6e6586f18e85dc2ceae5fcda455afb01522,1,1,651808,2880000,41ccf217f0561657cbdda8e3b941fd2143aed01e4dc9d3ebbe88e5a06fd8fd77
ai_yue2_muse_cn_suno_cn_010060_0,muse_cn_suno_cn_010060_0,1,YuE2,development,muse:suno_cn_010060,2257856,48000,52a8d6cb595d58a68eff686474c281077cdb5b99234611a4c899072897c467f6,43ed50af98659a045a646592df489afb77866e3a4d0b3d91b338fab1535e2517,1,0,,,
ai_yue2_muse_cn_suno_cn_010120_1,muse_cn_suno_cn_010120_1,1,YuE2,development,muse:suno_cn_010120,4256576,48000,169a1f6ee8e7607d33e71538a351013547ee77514fab6124c6cae11b6299bdf2,f4be36df8346d3fb3b5b91fcf1df3461c9ad1a20bd0d626bbb23b1b2b7804063,1,1,688288,2880000,8cb5958d76a2f3a514b96cc5d5a95ca2da505dd4fd4e0434a80998d055f5b514
ai_yue2_muse_cn_suno_cn_010125_0,muse_cn_suno_cn_010125_0,1,YuE2,locked_test,muse:suno_cn_010125,2227136,48000,57046146449161e7a25d33cef941a9074d8a7245fb347f321c482683ecc4d68b,de918bfbf0d3b2867e24b9229a649787451a47a60f395222bf8d300db164795e,1,0,,,
ai_yue2_muse_cn_suno_cn_010422_0,muse_cn_suno_cn_010422_0,1,YuE2,development,muse:suno_cn_010422,2947136,48000,bbc199bec72e0fa782242901c9e63658fd979aee526cfad68acc6766c27e5c1a,29da8a282e7ad61f911c05f1eaea78363d0b0126580b22e96db30764e6262607,1,1,33568,2880000,7f33c5715c8c4195b863c571368bb348ddb5ad507a83a3dec39ea381cdbcaaeb
ai_yue2_muse_cn_suno_cn_010426_1,muse_cn_suno_cn_010426_1,1,YuE2,development,muse:suno_cn_010426,2257856,48000,269887ccb6847d4ee8d2ea414afdf19773c5055b165c219320162ef595226191,ed705abcde302b7468cd89a397c654037de7a038a1e06e6db8cdf2049ae47c5e,1,0,,,
ai_yue2_muse_cn_suno_cn_010468_1,muse_cn_suno_cn_010468_1,1,YuE2,development,muse:suno_cn_010468,3578816,48000,1875a02346fb97ac7b067a7e269448a58f08747e18fff4b570b00befe5b12204,ef2f6d53066507122aa669fad6dc745a74c71edf4515ab82c481c0bebd94f9d1,1,1,349408,2880000,d88509363e7dfc81d5c4cfd39e8a301e04b94eeee0f0e576b171d648b0267a30
ai_yue2_muse_cn_suno_cn_010720_0,muse_cn_suno_cn_010720_0,1,YuE2,development,muse:suno_cn_010720,2463296,48000,7b2c6189a32817f9434168c0132bcd8cade3a2a1cc69f1526903b738dcc896a3,9caa323d07c86e6c7f1deb169ea19790d08993da8a26bec92e8e1a34d5024422,1,0,,,
ai_yue2_muse_cn_suno_cn_010769_0,muse_cn_suno_cn_010769_0,1,YuE2,development,muse:suno_cn_010769,3588416,48000,5ed502bb28c6b253bc54d6ce4439e4c9d8c0678dee681568ea7daad8ab784ad5,4df634e29aca19afe104202c4e79c68462f499daa086dc5a332b2e2cf9e24465,1,1,354208,2880000,76e50cfa1263272ca47362f3170c8cc56d1293cdd4085d4ce1dfc5e5aa59ebc2
ai_yue2_muse_cn_suno_cn_010854_0,muse_cn_suno_cn_010854_0,1,YuE2,development,muse:suno_cn_010854,2764736,48000,49134f722cacd92bae29592cc231c9d9b0e8a8570cb3dba6add01c06ce5de5dc,c58d909260e5a999919e4242615fc68c33d3ac091b07f500f79504a83a1e85e9,1,0,,,
ai_yue2_muse_cn_suno_cn_010922_0,muse_cn_suno_cn_010922_0,1,YuE2,development,muse:suno_cn_010922,3235136,48000,9f76245a91273cd958ac7b51cf082b1b14b10dc7304f3c2d673d502d59260da4,6f9931889a928d5d2916974fdd2dd8a0f9e6044379c7364cc7d7da3f56816ddb,1,1,177568,2880000,d636fae2324cc6b3f330d60dd5d4b0f49b43d799276782c10ac79d824fd8d792
ai_yue2_muse_cn_suno_cn_010968_1,muse_cn_suno_cn_010968_1,1,YuE2,development,muse:suno_cn_010968,3033536,48000,0825cb06a7584f67c2dc5936e528a9a2de9b0a71d9b72a467cfd88f0821e4018,9230144f4b2c045cee3ecfeba74b0391910512e58c808cad10c8e53c0144843c,1,1,76768,2880000,7efbde89d0df293ed77ae83889ab4c793e1efe6b73975bbcaaa81e71377536dd
ai_yue2_muse_cn_suno_cn_010976_1,muse_cn_suno_cn_010976_1,1,YuE2,development,muse:suno_cn_010976,2204096,48000,de3ddf0c2ef19d7aa6ff4cbb28980f7be54f1a39bc7a6c15c95998c6de762e53,9ce3e05d0c56faf7d0e39b3e5043f8029e4ca1113dbffac54abf4a6e0db80f93,1,0,,,
ai_yue2_muse_cn_suno_cn_011062_1,muse_cn_suno_cn_011062_1,1,YuE2,development,muse:suno_cn_011062,2140736,48000,d6dc5e1acb1aaa13c97fbf396d85a767935cbbf0b3a43e7d3200e70dc675f45f,6709dc4b7a9c029df0e3f2b9f7711f58d363058bc86350240fcfbace61e17887,1,0,,,
ai_yue2_muse_cn_suno_cn_011091_0,muse_cn_suno_cn_011091_0,1,YuE2,development,muse:suno_cn_011091,2146496,48000,205c582e5ca13b3657bbf5c4b8d1bb356038771774d741112dd0e0988522a813,928f849cce440d02809a10e74dcb950b9993db34e1d2e17848c92c751f8750d7,1,0,,,
ai_yue2_muse_cn_suno_cn_011121_0,muse_cn_suno_cn_011121_0,1,YuE2,locked_test,muse:suno_cn_011121,2636096,48000,db8607c1f96026be1690a14bea6faff7b9d01215cc2da4d4129afbf2abe86fc9,9dc0010cf75ec6ebed343a10240068fbe4a1bec249f183f2dfe41d1b52f9675c,1,0,,,
ai_yue2_muse_cn_suno_cn_011204_1,muse_cn_suno_cn_011204_1,1,YuE2,development,muse:suno_cn_011204,3114176,48000,852edb1d7b381cc72493693f19cb1878527a318084c682c5a3f38cc4a5c85ab6,48ed92c45253bd6596d91e9f69c3ce9cc638776062fa3775ca11e8a415f02c81,1,1,117088,2880000,f5d31e2afcc92d3a18b22c194ddad7ac6db94b2f3e35abde8e12a6e422c58dd5
ai_yue2_muse_cn_suno_cn_011299_0,muse_cn_suno_cn_011299_0,1,YuE2,locked_test,muse:suno_cn_011299,3118016,48000,d920b785a80357451440d7b4730d4a656ff15cb0f04d20b050dd8f529d5ba832,65006d6a7665d06a40d49acdeb643f3dc281be0c3e2b96c15c3bc1e6547359b4,1,1,119008,2880000,5479a729ccd00f511376a653dca6c2ddfd41b66bf8a181b10da38facefc4b54a
ai_yue2_muse_cn_suno_cn_011498_1,muse_cn_suno_cn_011498_1,1,YuE2,locked_test,muse:suno_cn_011498,2542016,48000,1953d2f92b5d67a944a0fec2f322cbdbf9f74ce4a7c626ece3db3c4214730aee,f4f405ab9074d1c45c203cdd59f051a30f62065b235cac4af1a0c6b82a4e51d5,1,0,,,
ai_yue2_muse_cn_suno_cn_011565_0,muse_cn_suno_cn_011565_0,1,YuE2,development,muse:suno_cn_011565,2021696,48000,d04db02b9aed3b22661be44e834f435db016cd8b601759a4c810c658c65d4fd9,3d2ce8538e1d3e49e5d1256e18de7dbcad58a141c9edf656cb7670558ace8ae0,1,0,,,
ai_yue2_muse_cn_suno_cn_011610_0,muse_cn_suno_cn_011610_0,1,YuE2,development,muse:suno_cn_011610,2136896,48000,0feea7f7a8ec4a9bf0cda688194efcb5bfdb76415ebe2d392571510336d61b47,db855dd418ab3087eb44af1f1834d3c5258021464737f39b6a8dce414c2f649d,1,0,,,
ai_yue2_muse_cn_suno_cn_011638_1,muse_cn_suno_cn_011638_1,1,YuE2,development,muse:suno_cn_011638,2065856,48000,f0fcf3b0126a8105c1392476f38a9518ce945a7182aad6049ccfea0e05af312e,809d8d8a4827cbacdd1d6ea18c2fe818d2c016e32a0218445821b4d30dcb357c,1,0,,,
ai_yue2_muse_cn_suno_cn_011839_1,muse_cn_suno_cn_011839_1,1,YuE2,locked_test,muse:suno_cn_011839,2048576,48000,0bd49076b3002f11bc04a7ac5736697ed4336d7ec93ae7451184df215a7df643,a698b0e261ece013f3d0f5abfccfcb675f65b638480f76c0243970c8900276c0,1,0,,,
ai_yue2_muse_cn_suno_cn_011869_0,muse_cn_suno_cn_011869_0,1,YuE2,development,muse:suno_cn_011869,2695616,48000,6ad53e83047fcbcfeb0e6d12a8f5ef473453d757006885a11520a323ab019344,f670d56dfb270da7a84d22256ab7a993ce8c2d2ca9b358e9424bdc5e359096fd,1,0,,,
ai_yue2_muse_cn_suno_cn_011912_1,muse_cn_suno_cn_011912_1,1,YuE2,locked_test,muse:suno_cn_011912,1482176,48000,1162c41397f55d1b1a2403c1e1a01fa3ae3a92fc559dcb5fdcb721f24a06b9e8,e24c91eb9299e5d1e4ccf466e0be12552b0d74545cbc8cc40d48ed77b90cf0b9,1,0,,,
ai_yue2_muse_cn_suno_cn_012107_1,muse_cn_suno_cn_012107_1,1,YuE2,development,muse:suno_cn_012107,3329216,48000,16b75141787b1c956c0ab4fbfe6b3fa2a4d747ee3d1904ebcf39cc81bd476964,55a83c0efd559e6878649f7bc2758ae7646b0c54619452d6e866fb88443534b6,1,1,224608,2880000,8aecae5ee25a0be0445cd9943adab3a60dd0c00d671e0bfe77eae5588eceacec
ai_yue2_muse_cn_suno_cn_012177_0,muse_cn_suno_cn_012177_0,1,YuE2,development,muse:suno_cn_012177,2242496,48000,6bfdb0414ad3d50364e91054323c2930771477747be4f738d935a4d1cca32278,2070e333427ca33bd462a9d690bd1b27886592a3ac908ce96c137afbfe85eb1e,1,0,,,
ai_yue2_muse_cn_suno_cn_012421_1,muse_cn_suno_cn_012421_1,1,YuE2,locked_test,muse:suno_cn_012421,2455616,48000,e4f64b9e333f1ef1a01974b62f47e0aba819534c9ee9a16086c2564612aa6925,a0136e39f46ed27abc5b9b15a871b947387b9f4f672a7128347c70d5afd75b1b,1,0,,,
ai_yue2_muse_cn_suno_cn_012498_0,muse_cn_suno_cn_012498_0,1,YuE2,development,muse:suno_cn_012498,2204096,48000,dd84d1926fbd1029d91bd4403e2185b013d1bdd9dfc3dd4d21cb5eb202cbbe3e,4c37c3a45e6122a0dfd3a681dd1006d446bb73aaeb69ee6bf5cb871e4bba47fe,1,0,,,
ai_yue2_muse_cn_suno_cn_012526_0,muse_cn_suno_cn_012526_0,1,YuE2,locked_test,muse:suno_cn_012526,2351936,48000,9d4de3c7be00b0402252225f11514d280fa889d2d536ec12885311dc8b42d5e6,fcb1e40417cea000561c501baad9643c011eaf537f31336859d451f7b67dc393,1,0,,,
ai_yue2_muse_cn_suno_cn_012705_0,muse_cn_suno_cn_012705_0,1,YuE2,development,muse:suno_cn_012705,2697536,48000,044d2f52ce31cd33004667b95d1de2acd9ac94617c6daa0f476d5e9f9ac0247d,59dae05d28e59b9d0d028dfcbf68646a349e271c939080f3c024c9a886d55ba2,1,0,,,
ai_yue2_muse_cn_suno_cn_012899_1,muse_cn_suno_cn_012899_1,1,YuE2,development,muse:suno_cn_012899,2152256,48000,a92e3c58a232fc2d087686a12651a93003e29155a359e4f1efee85837e006554,91d20aecf166f4f3ab6a0ee83dd94b57b376cb9e81d4444ce5ac5abb9fadb070,1,0,,,
ai_yue2_muse_cn_suno_cn_012967_1,muse_cn_suno_cn_012967_1,1,YuE2,development,muse:suno_cn_012967,2146496,48000,513b5bc9265f50c7717b9e1d8486835572e843275cc22fe9f2685e16636a8822,f9d77b0542a602cf3920ab224d8d2a12df4cb4ba463575dde9ff7936d28f14bd,1,0,,,
ai_yue2_muse_cn_suno_cn_013167_0,muse_cn_suno_cn_013167_0,1,YuE2,development,muse:suno_cn_013167,3319616,48000,6930fe3f9dace7b52368649eb74f40e87e7a93acb7c242ac3ce1ac2642de244c,70b7c4fb51f6755c9e0aa0cccc82c2d2661c6876c7c02ff9e24846ee193af996,1,1,219808,2880000,6dcbd83d6db686fb33f1f3d984cbf352133a4c07f7e5d0fa091ad4145c031838
ai_yue2_muse_cn_suno_cn_013206_0,muse_cn_suno_cn_013206_0,1,YuE2,development,muse:suno_cn_013206,2399936,48000,8e8c10ec6b0941be9f664b15666afd312c60ce6cb8b60fc147d3741a55b4ab78,a96abbfee4d49639f340b26be8845c1d8f6f5543f294d5de76d0d2332cdefee1,1,0,,,
ai_yue2_muse_cn_suno_cn_013209_1,muse_cn_suno_cn_013209_1,1,YuE2,development,muse:suno_cn_013209,2017856,48000,ef17bf803a6866cb8d4b3fb0cc625c2a4ab7cdef93c847bcc64df22df5bc8e16,58fe63f4fe6d56f0cf95d56f55d565a99fb991b9fb70216907bf3d9b9033b430,1,0,,,
ai_yue2_muse_cn_suno_cn_013405_0,muse_cn_suno_cn_013405_0,1,YuE2,locked_test,muse:suno_cn_013405,2789696,48000,1354f0bcf0afacbeab9918bcf1dc3a684dff102a1602bb6683f4185cd7f04430,d6ff600465a9b9c68d71ff8a87d5e87519d5fbaf9fc52bf92d50e4177036c144,1,0,,,
ai_yue2_muse_cn_suno_cn_013420_0,muse_cn_suno_cn_013420_0,1,YuE2,locked_test,muse:suno_cn_013420,1964096,48000,9077d9a384d027de53ff3e9a81c9824e1fa5ab6334a2136e8f46d7ce8fc8c071,da5e3163220cca1384bc0db700b8514720b81a1e93420c2b3a348055bb83a3f6,1,0,,,
ai_yue2_muse_cn_suno_cn_013730_1,muse_cn_suno_cn_013730_1,1,YuE2,locked_test,muse:suno_cn_013730,2292416,48000,cc01c1373c1e727e3dfa7aa48db57254c377bb9150c5bab6e1b7f89b683c0c4f,435e7565d6bb9db24c89ecaf77d34643a04cb355d2f826f6b83d5e2fed8fdbcf,1,0,,,
ai_yue2_muse_cn_suno_cn_013771_1,muse_cn_suno_cn_013771_1,1,YuE2,development,muse:suno_cn_013771,2511296,48000,8a44a708bdd46ac1f87ff82b9280f902148becd44695e0fe51337932f44b084c,d858331aa7e816a2936d3392420cbe523fe91d12662dd2ceac24a9c4d607055d,1,0,,,
ai_yue2_muse_cn_suno_cn_013851_1,muse_cn_suno_cn_013851_1,1,YuE2,development,muse:suno_cn_013851,2213696,48000,afa0dd9944c97528ff84197d7aefd2be3deecdd5c1ef5455f5c5c713b37f1cd9,22554f7bb90580a4e61e3a1539f5a20ece61fcb73925d143cc1830152a04f71f,1,0,,,
ai_yue2_muse_cn_suno_cn_014281_1,muse_cn_suno_cn_014281_1,1,YuE2,locked_test,muse:suno_cn_014281,2175296,48000,55137127f8ad47543bde10c0d7dd78d50d4cb5c43f2644d52c49d1327f4065f0,e8734187e12ee301f5b6b0588c9fb4684b8aedae539a9405671b5cc7c2c83ead,1,0,,,
ai_yue2_muse_cn_suno_cn_014378_1,muse_cn_suno_cn_014378_1,1,YuE2,development,muse:suno_cn_014378,2010176,48000,4956ee8e257618af0077e994cd54b831171cf7d9c299f557dd2793058449e7ef,65b087afb2ccef39ee6b4e35a196321f8d7029cb7f55aea7fa33d24fde2e6882,1,0,,,
ai_yue2_muse_cn_suno_cn_014403_0,muse_cn_suno_cn_014403_0,1,YuE2,locked_test,muse:suno_cn_014403,2687936,48000,0ff3f1bba07415b789b2030dcabf0b7e58f63fccf915e222b3de6f934ddf03b8,1447e030414bba8d82165896c0d43dd0ecf9645e0cb70d106ae9a7e9d8956d2f,1,0,,,
ai_yue2_muse_cn_suno_cn_014516_1,muse_cn_suno_cn_014516_1,1,YuE2,development,muse:suno_cn_014516,2100416,48000,2473df73fde190d1549845dfb6c7bd648c87615f7005d7bf1d9fe7cefd7eb4e7,452b1c999b0ab91636a3292018dc2df226cd3d0ea5acc5a4381c5518a7e4fcef,1,0,,,
ai_yue2_muse_cn_suno_cn_014692_0,muse_cn_suno_cn_014692_0,1,YuE2,development,muse:suno_cn_014692,2584256,48000,70d4ab7b4822a3be21d18ec4f2cf3a66963f8253fa74b8be8eee42b18f388aeb,0ced00428f1e9c28a2aa98650c4b83d234ae53e0b9ef75f9b6e7b5b7123dc7cd,1,0,,,
ai_yue2_muse_cn_suno_cn_014722_0,muse_cn_suno_cn_014722_0,1,YuE2,development,muse:suno_cn_014722,4828736,48000,efa357a5165e068a5ea6130ae497912a0856bc50d3bf9cb742ccda33e905dd73,a1a871ff8b33daa08f37ebd9d1ec30802749b63a5da1817213093c521071b6c2,1,1,974368,2880000,dc7028494be3395c3c9116f81b4c56e9e0d0a76b7db29385e9e1262f6beef19c
ai_yue2_muse_cn_suno_cn_014780_1,muse_cn_suno_cn_014780_1,1,YuE2,development,muse:suno_cn_014780,2069696,48000,0f6657d204be85aeebce883ea2dee51d16a3082e453e685c215a227eff51bfc1,7ad93aa3704d847c8ea4dbec0bb287e062233597635104c3be538bff540bf2d5,1,0,,,
ai_yue2_muse_cn_suno_cn_014859_1,muse_cn_suno_cn_014859_1,1,YuE2,locked_test,muse:suno_cn_014859,2267456,48000,c732ccbbed573806d3115231aefc20a720392f6a4734c706dc17d1fc1b11d1bb,f0ba41ee3f342eb074727fb5d49f83c4a36a2e2139725c92af8088425d056be4,1,0,,,
ai_yue2_muse_cn_suno_cn_014976_0,muse_cn_suno_cn_014976_0,1,YuE2,development,muse:suno_cn_014976,2338496,48000,448b0867308806bcc30ab19a1de9c83a1179609e7a534d924a02b4d7ec4958cc,55db749b77f714c299b17c67d002ce07839db3dc6ab1f092c10a5ca15e24daa0,1,0,,,
ai_yue2_muse_cn_suno_cn_015082_1,muse_cn_suno_cn_015082_1,1,YuE2,locked_test,muse:suno_cn_015082,2716736,48000,a2986ef9e7d4c2a48c46148efba90e3eba866f1b8f8334b7c666fda9a97ac3ce,728af745b23738a3eb213b081352e70cbd0dc7f374feb5e71c77cce42b9e818f,1,0,,,
ai_yue2_muse_cn_suno_cn_015187_1,muse_cn_suno_cn_015187_1,1,YuE2,development,muse:suno_cn_015187,2033216,48000,1b2aebfb82d5a464eeed6db5e40d212219cf64076929cf5cb4692d81de69bc29,36fa8982d085560993e3bf8d4571eedf38a1a44f170f2ddb797536c621438283,1,0,,,
