experiment_id,mirror_id,source_id_recorded_as_medleydb_id,seen_in_official_htdemucs4
human_moisesdb_b55795d5-5e72-4263-93d1-39de8e15dffd,b55795d5-5e72-4263-93d1-39de8e15dffd,b8d6f3eb-f2d6-4342-af90-6d09f5257b6b,1
human_moisesdb_b6ab76ec-306a-4a85-87ca-e0fbde6f22c7,b6ab76ec-306a-4a85-87ca-e0fbde6f22c7,1921a83e-0373-4bf7-8dc9-6cc9401c9309,1
human_moisesdb_b88ec226-5183-46f0-adf9-423c0a4bc64b,b88ec226-5183-46f0-adf9-423c0a4bc64b,dfb0e076-cb6b-4dcc-9934-c60070ff04d7,1
human_moisesdb_b9735680-8262-4199-b72a-92cfdc0c01c3,b9735680-8262-4199-b72a-92cfdc0c01c3,25be35fb-ab11-485c-9b71-4fcb46ef3c2a,1
human_moisesdb_b9ed4da7-c960-48aa-a742-59d5e904c900,b9ed4da7-c960-48aa-a742-59d5e904c900,378742ba-5ba8-44c2-9cfd-8a609decca57,1
human_moisesdb_ba60e6da-f96a-4907-8d5e-d6cd8ed854f7,ba60e6da-f96a-4907-8d5e-d6cd8ed854f7,6681f493-c996-424a-9bdb-c671912ea9db,1
human_moisesdb_badacbf2-2117-46b7-a0aa-630d828fe5bf,badacbf2-2117-46b7-a0aa-630d828fe5bf,045dcfd1-e960-4332-80cc-fdacc4a7c6a7,1
human_moisesdb_bba7c2f2-5913-4e39-bb0c-13884bc894a7,bba7c2f2-5913-4e39-bb0c-13884bc894a7,baea951d-526a-49aa-8329-c8de676341fb,1
human_moisesdb_bce40ceb-daac-45e0-a7c8-103bca249bcc,bce40ceb-daac-45e0-a7c8-103bca249bcc,8b83ba75-5e35-48c4-b42f-5419da2e6301,1
human_moisesdb_bce4d25d-80e9-430f-9556-427fb178eb87,bce4d25d-80e9-430f-9556-427fb178eb87,ebea0f1d-8e23-469e-8eed-5269a9c684f0,1
human_moisesdb_bce8a819-15b2-4588-92a9-34c464ce4ccb,bce8a819-15b2-4588-92a9-34c464ce4ccb,05e7af85-9721-4b42-952a-ccd34feb6033,1
human_moisesdb_bdb73cad-3baa-4c57-824d-830408d0d33e,bdb73cad-3baa-4c57-824d-830408d0d33e,731893c6-67b9-42f0-aea6-d1f70c2c9870,1
human_moisesdb_c05824bf-1e4e-4691-9281-e6d7db1abd5b,c05824bf-1e4e-4691-9281-e6d7db1abd5b,aa600069-0a98-45e6-94fa-4000bfe46c25,1
human_moisesdb_c3517451-adef-4f1d-864e-9802162ba2b2,c3517451-adef-4f1d-864e-9802162ba2b2,152d4f5d-4093-4fa4-a4a4-8a9b3502d89d,1
human_moisesdb_c414d25e-3f11-4477-8379-1af832911df3,c414d25e-3f11-4477-8379-1af832911df3,72c6f013-11ea-4bf7-93b2-c6ef2c117718,1
human_moisesdb_c483fd5c-f858-4eac-b9c7-aaaa54d447cb,c483fd5c-f858-4eac-b9c7-aaaa54d447cb,35983cdd-3903-46cb-b184-f96274ced57b,1
human_moisesdb_c74147a0-2621-4954-a483-cdbb3354f8b0,c74147a0-2621-4954-a483-cdbb3354f8b0,b8a79d39-346e-4258-a810-572b3b2c9ab1,1
human_moisesdb_c7a17407-00f8-45c0-92a2-c2c161ee92ec,c7a17407-00f8-45c0-92a2-c2c161ee92ec,f9a1d21b-bfc7-45e1-b744-c57d0a0880c3,1
human_moisesdb_c7fc1d66-b5ac-4bb2-9240-6eecb13cb03b,c7fc1d66-b5ac-4bb2-9240-6eecb13cb03b,c6d73235-1dd5-4085-a3b3-50a3466c6168,1
human_moisesdb_c8009858-02fd-42de-849e-e88dafb9bc86,c8009858-02fd-42de-849e-e88dafb9bc86,4cbd6c36-87a2-4d50-86e3-52d39b98fad3,1
human_moisesdb_c8ed8e35-5f86-4043-8639-0c2a10de40c8,c8ed8e35-5f86-4043-8639-0c2a10de40c8,06114cc2-e34d-4f8f-82d3-cf6981572f2f,1
human_moisesdb_c9a86272-a810-4ea1-80f6-d60d5ffd5c9b,c9a86272-a810-4ea1-80f6-d60d5ffd5c9b,ad9bbefc-8762-46c9-b847-da14b10802b6,1
human_moisesdb_ca34b92f-fec4-46c1-a8be-61754d1dd6bc,ca34b92f-fec4-46c1-a8be-61754d1dd6bc,49ed7cef-8ffb-4833-bc96-6df7b8ff5b43,1
human_moisesdb_cb0d22fa-30e5-4a98-ac39-ad7aa8a65ead,cb0d22fa-30e5-4a98-ac39-ad7aa8a65ead,7ba734f0-547e-4142-a9b4-01a0c25b9d1f,1
human_moisesdb_cb9b6d7f-13a0-4ab7-9660-a3a73c39f4c0,cb9b6d7f-13a0-4ab7-9660-a3a73c39f4c0,6a67c964-4514-4bdd-86d4-e290e67ab593,1
human_moisesdb_cd23b2c4-029b-4ac5-b745-9a636b8c344d,cd23b2c4-029b-4ac5-b745-9a636b8c344d,6031b120-f6e2-4999-96ba-a1e31be68ea8,1
human_moisesdb_cf105c37-03d7-4bf8-9c22-c00ab6cee3c9,cf105c37-03d7-4bf8-9c22-c00ab6cee3c9,01c8ba69-8eee-485b-bab0-41a76f9e8892,1
human_moisesdb_d0847684-24cb-4df5-954c-31833f6504bf,d0847684-24cb-4df5-954c-31833f6504bf,de22c812-b5c3-4c7d-92aa-f62faf8b63f7,1
human_moisesdb_d107b9f7-03a4-4262-b4c7-8985e3d55d01,d107b9f7-03a4-4262-b4c7-8985e3d55d01,ed90a89a-bf22-444d-af3d-d9ac3896ebd2,1
human_moisesdb_d1a160f9-4de1-4cc5-9d1f-9e7436a75590,d1a160f9-4de1-4cc5-9d1f-9e7436a75590,d8f0e410-5761-4d4a-9000-effe11089bbd,1
human_moisesdb_d1fd09ea-3d55-48c0-8f3d-e4881862953d,d1fd09ea-3d55-48c0-8f3d-e4881862953d,4380ad97-2620-4419-a011-ddfa29a87f54,1
human_moisesdb_d202c746-d5bd-4231-9ff3-14b90759ffb5,d202c746-d5bd-4231-9ff3-14b90759ffb5,48c78ca6-18e9-42f2-9f05-fdbee90a7786,1
human_moisesdb_d4acf1f9-b6aa-4f49-bfcd-42f50f8b5b5e,d4acf1f9-b6aa-4f49-bfcd-42f50f8b5b5e,810d7318-4c9e-4160-b147-bbdb65d41861,1
human_moisesdb_d6a3195b-b9d8-4103-a69d-c35cd5209c4f,d6a3195b-b9d8-4103-a69d-c35cd5209c4f,b92cb1ca-baa9-4c74-b6dc-36389671ed76,0
human_moisesdb_d7ac75f4-c00b-4a70-9cb9-19ce88d45b1f,d7ac75f4-c00b-4a70-9cb9-19ce88d45b1f,cff5bcde-6a15-4c5b-b529-e1c528c46335,1
human_moisesdb_d86094ec-6236-4330-a5b5-4336a9664a30,d86094ec-6236-4330-a5b5-4336a9664a30,524ab371-f6c6-4ff7-b896-e83750c8bef7,1
human_moisesdb_dadcee28-f452-42da-a65d-7a035c7ad14a,dadcee28-f452-42da-a65d-7a035c7ad14a,212bb137-fd01-465e-80f3-a890fb0ebcdd,1
human_moisesdb_db89d954-e628-4ee6-8efb-58a0b67175c1,db89d954-e628-4ee6-8efb-58a0b67175c1,bdcc429e-ed95-40d3-a1af-bad268d66b25,1
human_moisesdb_dcdc5e9b-599c-4638-8ca5-669e02db4a6f,dcdc5e9b-599c-4638-8ca5-669e02db4a6f,b207da3d-4baf-485a-98e1-657602479b3a,1
human_moisesdb_dd98ca82-8952-41d9-8a6e-4f528e9cad06,dd98ca82-8952-41d9-8a6e-4f528e9cad06,8ba20549-c038-47c0-a808-e38741135911,1
human_moisesdb_dda4a05a-686b-4ee6-baaa-e7d59e590b2f,dda4a05a-686b-4ee6-baaa-e7d59e590b2f,22d265ef-ee2b-4aba-8d60-c3430295cd6d,1
human_moisesdb_ded73034-e0f9-4438-b7c8-0cb6415f8312,ded73034-e0f9-4438-b7c8-0cb6415f8312,aaf0fc7b-d7f5-412c-b3b9-313a7c483666,1
human_moisesdb_e0889a2c-c688-4b79-8fdc-4fdef74ec22d,e0889a2c-c688-4b79-8fdc-4fdef74ec22d,cda46831-26d1-4dd8-ac50-6004d27d45dd,1
human_moisesdb_e1932507-f090-4852-8488-831fe714bf49,e1932507-f090-4852-8488-831fe714bf49,6b48c9de-fa34-4635-9718-04e01a03a0fe,1
human_moisesdb_e1a8d36b-4487-4a8d-8933-269c8e47cdde,e1a8d36b-4487-4a8d-8933-269c8e47cdde,24f8a652-0168-4702-8725-42f9924e6729,1
human_moisesdb_e3874d07-006a-4d63-b170-eda0bebac644,e3874d07-006a-4d63-b170-eda0bebac644,169628c5-266d-4e11-993b-440fa5fa2167,1
human_moisesdb_e3975afb-5f62-408c-95eb-6ec23ade3484,e3975afb-5f62-408c-95eb-6ec23ade3484,1afe1b3b-3e2e-48d3-b859-f50e222cbaf4,1
human_moisesdb_e5e25966-1d4d-4342-82b4-ea218afd5a4f,e5e25966-1d4d-4342-82b4-ea218afd5a4f,7e74ce11-1603-440b-8794-b6e665b917e1,1
human_moisesdb_e61ca5be-8b56-4cee-b960-06c2b3f5a59a,e61ca5be-8b56-4cee-b960-06c2b3f5a59a,6de41c50-0c49-4528-b60b-75c45d3630f4,1
human_moisesdb_e66e9ad8-eec1-46a6-aff1-388fa06a36b3,e66e9ad8-eec1-46a6-aff1-388fa06a36b3,bc1f2967-f834-43bd-aadc-95afc897cfe7,1
human_moisesdb_e7bee28d-8c1d-45d9-a4fb-33dcbf3364a4,e7bee28d-8c1d-45d9-a4fb-33dcbf3364a4,2973adc9-6bf8-4422-9f7a-6fd0038eb565,1
human_moisesdb_e85d3df9-e7b0-4c3c-9609-c8439b346b45,e85d3df9-e7b0-4c3c-9609-c8439b346b45,11845abc-8ca3-4fb2-bd84-521aeeff56f4,1
human_moisesdb_e9544b0e-b580-4795-b3c0-98efc88d68ad,e9544b0e-b580-4795-b3c0-98efc88d68ad,f0c565c5-fc73-4da1-b979-0fac0167f671,1
human_moisesdb_e9837e75-8332-42d1-a572-a0609a1532c6,e9837e75-8332-42d1-a572-a0609a1532c6,2b4e8304-c92d-4347-b09e-cfb9b3e29bf2,1
human_moisesdb_e9ff1724-8f56-44a8-877a-782de7013771,e9ff1724-8f56-44a8-877a-782de7013771,8804c154-6294-481a-ad63-bc61162cae2f,1
human_moisesdb_eb961875-8442-4e9c-8868-380543f6c4af,eb961875-8442-4e9c-8868-380543f6c4af,cc7f7675-d3c8-4a49-a2d7-a8959b694004,1
human_moisesdb_ebc34717-8724-4f13-82e6-a5467304f4d6,ebc34717-8724-4f13-82e6-a5467304f4d6,9653a690-c28c-4e8f-962e-ff7ed18b8ee9,1
human_moisesdb_ebdd35d8-ea27-4906-908f-9edaea1119a2,ebdd35d8-ea27-4906-908f-9edaea1119a2,d4262245-3143-4c05-8423-6cbdc6253042,1
human_moisesdb_ec21eeeb-6e6d-4c31-95d7-39fee2713334,ec21eeeb-6e6d-4c31-95d7-39fee2713334,5a6df5c7-a58a-479e-bdfb-c5946c221933,1
human_moisesdb_edb01f06-16cd-453f-8205-670343578138,edb01f06-16cd-453f-8205-670343578138,a56d9450-3a26-485c-8ac3-24b6b54e2c1d,1
human_moisesdb_eede0ef9-66d8-4931-a04f-31fb497d21c1,eede0ef9-66d8-4931-a04f-31fb497d21c1,22ea41a3-1766-4a76-8071-380b27f1869a,1
human_moisesdb_f272ddd8-9aea-4d65-a1ce-141bd3d65e5e,f272ddd8-9aea-4d65-a1ce-141bd3d65e5e,bc964128-da16-4e4c-af95-4d1211e78c70,1
human_moisesdb_f315d9cb-6056-489d-9047-5d1ed19c8861,f315d9cb-6056-489d-9047-5d1ed19c8861,334ed0e5-1761-4ee9-9d39-a555eb9b64a0,1
human_moisesdb_f3a5a76d-8cdb-4035-8c06-b9f5eba7bc4e,f3a5a76d-8cdb-4035-8c06-b9f5eba7bc4e,bb45cf1a-4c58-4fe3-88ea-97ef27527507,1
human_moisesdb_f3b02b17-3964-490a-bb92-448392b0b629,f3b02b17-3964-490a-bb92-448392b0b629,e2e4ce50-cd0d-4144-809d-4cf8c8e4912e,1
human_moisesdb_f4872c3a-1bd2-4b38-a68a-2e7214a95c2a,f4872c3a-1bd2-4b38-a68a-2e7214a95c2a,93dda0e8-dd76-49e4-b08f-54a82387cdf6,1
human_moisesdb_f48fbea9-f40a-4ca4-8780-ccb495ff9b5d,f48fbea9-f40a-4ca4-8780-ccb495ff9b5d,fa46f72c-696d-45bc-bcc5-2b3305800565,1
human_moisesdb_f4dc370a-5c61-469e-8b81-6de70b83f45b,f4dc370a-5c61-469e-8b81-6de70b83f45b,fac94d9a-59da-4f83-9027-3eafe082ad16,1
human_moisesdb_f5635296-b1cc-455f-958b-28e6bfa5d85d,f5635296-b1cc-455f-958b-28e6bfa5d85d,7a9f3169-7bdf-483c-9634-8e5b097d50df,1
human_moisesdb_f78c74e8-56c0-4c18-9587-c887b22da404,f78c74e8-56c0-4c18-9587-c887b22da404,faad432d-6ad0-492d-96f1-321eeb9685b5,1
human_moisesdb_f793c340-823a-40e7-999c-3b067503298a,f793c340-823a-40e7-999c-3b067503298a,89c515c9-5e93-4cb4-9806-20432d2d074d,1
human_moisesdb_f7a94943-53b5-46c9-af42-a38db5492886,f7a94943-53b5-46c9-af42-a38db5492886,215391aa-1168-42dd-9cab-f8b0c6ff566b,1
human_moisesdb_f926766a-cd53-4c84-baa6-fe888be45d98,f926766a-cd53-4c84-baa6-fe888be45d98,4999a0bf-a753-4e0e-85b1-690259dabf96,1
human_moisesdb_f9651a2d-0f4b-4eb5-8fb0-1d6b98e689f2,f9651a2d-0f4b-4eb5-8fb0-1d6b98e689f2,f76e2c13-9a9a-4cac-b6dd-45b5111aac6d,1
human_moisesdb_fa481532-149d-40c0-af8b-4943c34e6bf1,fa481532-149d-40c0-af8b-4943c34e6bf1,c2ba72ec-cf74-4155-a7c1-ddd921ac41d3,1
human_moisesdb_fa94cd0c-c360-456a-90c6-4bc6f6c9200e,fa94cd0c-c360-456a-90c6-4bc6f6c9200e,c8752696-4ae5-4e47-b2ad-622496966fa9,1
human_moisesdb_fac7cb86-ec9d-4e12-8ac9-0142d75dbe7f,fac7cb86-ec9d-4e12-8ac9-0142d75dbe7f,64549dc5-4104-4f8c-bce1-560d44e94562,1
human_moisesdb_fb280d4e-bdf3-4998-a650-c3abd9c3c10e,fb280d4e-bdf3-4998-a650-c3abd9c3c10e,704f1de9-1d02-4c2b-af05-107a7700a51d,1
human_moisesdb_fb6c43b0-bb45-483b-a3e3-9f5ec2cdfe88,fb6c43b0-bb45-483b-a3e3-9f5ec2cdfe88,35a19148-49bf-451d-9a0e-5ab8e914c367,1
human_moisesdb_fb79c4eb-da1c-4ae7-b37d-19a9876c5a2d,fb79c4eb-da1c-4ae7-b37d-19a9876c5a2d,6b168ae6-9d8a-4dc2-9d27-898e6871bf8b,1
human_moisesdb_fba8a115-6b33-4873-ab3b-eb982f76e230,fba8a115-6b33-4873-ab3b-eb982f76e230,aefc1609-976b-423e-8516-f7d588d64ff7,1
human_moisesdb_fbbc0051-ea72-4375-ad3d-5dbd26f0cf94,fbbc0051-ea72-4375-ad3d-5dbd26f0cf94,a0b9a4e4-51f5-4c98-a090-0317fb891056,1
human_moisesdb_fc720eb1-a4fd-4794-a67e-acf3f9f5ec6a,fc720eb1-a4fd-4794-a67e-acf3f9f5ec6a,bacbb01f-b877-4d62-8050-992f1d85543a,1
human_moisesdb_fccde049-2f0d-40d7-aaa4-eea8e01e2877,fccde049-2f0d-40d7-aaa4-eea8e01e2877,c2330200-ad8e-4848-8c2b-b70612f4b80e,1
human_moisesdb_fd1ce3af-f9c8-42c4-aa01-df0a0594aee1,fd1ce3af-f9c8-42c4-aa01-df0a0594aee1,e4de8632-6f69-4c63-8081-f4c2b77b40df,1
human_moisesdb_ff8220e1-17d4-42b7-93c4-4555235a1e92,ff8220e1-17d4-42b7-93c4-4555235a1e92,8f36f17f-c033-4c1b-a793-80dce43d507b,1
