id,label,source_group,source_revision,source_locator,container_member,source_sha256,source_bytes,native_sample_rate_hz,native_duration_s,historical_role,acquisition_role,group_id,artist_or_creator_recorded,title_recorded,license_recorded,evaluation_allowed_recorded,provenance_grade,source_notes
human_mtt_042563,0,human_magnatagatune,042e24c2c26a71168dd35edc3bc0cb47b2f3c3cd,hf://datasets/confit/magnatagatune@042e24c2c26a71168dd35edc3bc0cb47b2f3c3cd/mp3.zip,e/c_layne-the_sun_will_come_out_to_blind_you-10-everybodys_going_underground-0-29.mp3,ab69fe15aa553f4342e12cc92f2c0ae34df9357f2deff4884c000e4f16248fa4,117250,16000,29.156,development,development,human_magnatagatune:creator:C Layne,C Layne,Everybody's Going Underground,CC BY-NC-SA (Magnatune research use),yes,A-,artist-balanced; one excerpt per original track; vocal stratum
human_musicnet_2628,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/test/2628.wav,,28f2d0f8a0807b1a2ed4f3cd0b3f5072ff482f843d8b7c3d7236d380cea20caa,21994042,44100,124.682449,locked,locked_catalogue_test,human_musicnet:2628,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1727,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1727.wav,,eecf99ae6b4db4789b298ea451035620cc2258e062e2c9d389c719d17d41fdd8,78861370,44100,447.059592,locked,locked_catalogue_test,human_musicnet:1727,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1728,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1728.wav,,373becca8cba9df8a62331bb143c99fd3e199b84f2e779ea3d67c08b444866b3,44301370,44100,251.141224,locked,locked_catalogue_test,human_musicnet:1728,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1729,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1729.wav,,e0aa5b321f0436e46be2a53607979070b7100f1f919d915c56f4dbfe36c86eeb,78409786,44100,444.499592,locked,locked_catalogue_test,human_musicnet:1729,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1730,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1730.wav,,15d8a9b95c9eb299d49ab9b3f31661f44ad0893d4e55df778387cb205c83af3b,65009722,44100,368.53551,locked,locked_catalogue_test,human_musicnet:1730,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1733,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1733.wav,,eeaf9693e998570d3f43064518df4d27e1c9b4b6326466ebe0081764118f91ef,96316474,44100,546.011429,locked,locked_catalogue_test,human_musicnet:1733,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1734,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1734.wav,,3c725cd91d00ddc03ab712c4dc53385cbe3dba7e993b5c6ba9e5a0dfe46788bd,57438778,44100,325.616327,locked,locked_catalogue_test,human_musicnet:1734,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1735,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1735.wav,,704e60ac8b45584a9828046be30e79bddb228183863b9002b280d55db196cd6f,126111802,44100,714.919184,locked,locked_catalogue_test,human_musicnet:1735,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1739,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1739.wav,,79a44a1a96f485ce92c990880f8e2856e73c3dcee02801d462e37731e27b40f6,86515258,44100,490.44898,locked,locked_catalogue_test,human_musicnet:1739,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1742,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1742.wav,,95032b6edd3e80ef96ea66aab1f275badaa664f9d455f6fa35e4bced79fe162f,163086394,44100,924.525714,locked,locked_catalogue_test,human_musicnet:1742,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1749,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1749.wav,,3e3982596e2b51e61f956193b2fa3e7d7140328b8a8378d14b94bdff56d17e9d,122840122,44100,696.372245,locked,locked_catalogue_test,human_musicnet:1749,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1750,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1750.wav,,aba0b6809bd01b384d16585378d3e593fb31233956d4985cc4718c68cf9f3786,138327610,44100,784.169796,locked,locked_catalogue_test,human_musicnet:1750,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1751,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1751.wav,,de80a69ec4f96c32ae04ee1d6978b346b9d1e94a89aa596fd4ce7f3125f52c3c,83907130,44100,475.663673,locked,locked_catalogue_test,human_musicnet:1751,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1752,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1752.wav,,7f8b62d1c65ccfe6f481b316dbb6a75cd4f3b31ec8545bb1523f9e70d7007ccd,63982138,44100,362.710204,locked,locked_catalogue_test,human_musicnet:1752,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1755,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1755.wav,,92ae50fe475731dfabb3b2e7dbba7cbc3f5fcc3d2c9711f18bfd91940d6014c1,40536634,44100,229.799184,locked,locked_catalogue_test,human_musicnet:1755,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1756,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1756.wav,,2490df8881a217bd690198e810aa8853ba40189e3d004ba57e3e2c7a2c80c5bc,65530426,44100,371.487347,locked,locked_catalogue_test,human_musicnet:1756,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1757,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1757.wav,,93dceed8bf59bf6412759656e5695d9adfd38087c44c71a03f20e8595fae12d6,125351482,44100,710.60898,locked,locked_catalogue_test,human_musicnet:1757,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1758,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1758.wav,,99e5d0d3ba37725d638d87c21e9c965fa662e85c7c314aafae128c343e1f0088,82626106,44100,468.401633,locked,locked_catalogue_test,human_musicnet:1758,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1760,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1760.wav,,e20f78f544a06ee8b43a9d697062a251558eb3ca887f5c3c65eaa15829832c14,115642426,44100,655.56898,locked,locked_catalogue_test,human_musicnet:1760,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1763,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1763.wav,,006514e95d94b049863869b37ea99ee6c9a1b75a5643ba839a70704fd596de33,105896506,44100,600.32,locked,locked_catalogue_test,human_musicnet:1763,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1764,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1764.wav,,ce822e0fa273224b903dbf9dc94363c991ece78d00117c2652e5b66dea7f4c27,77308474,44100,438.256327,locked,locked_catalogue_test,human_musicnet:1764,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1765,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1765.wav,,1a896063cce35fcdc3ac2187b48a776972286e215abcaf3242b9c02257665225,119351866,44100,676.597551,locked,locked_catalogue_test,human_musicnet:1765,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1766,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1766.wav,,936022a05ddb5222273ab7b366a2ac238b152bb9174d62c240644654d54aceed,75386938,44100,427.363265,locked,locked_catalogue_test,human_musicnet:1766,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1768,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1768.wav,,18e361c016d4cf54f4278a139efe7e04cb06c1a9b18d17acc3e8c6f9b57534ab,51310138,44100,290.873469,locked,locked_catalogue_test,human_musicnet:1768,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1771,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1771.wav,,e6f6ca8df9d95a1ef6ee646deaece498a7e434ff8d77a2a52dceeeba93f761f6,114195514,44100,647.366531,locked,locked_catalogue_test,human_musicnet:1771,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1772,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1772.wav,,a41a21b50dff73d87e337c4617f7bd8ca9f220e7f990d5ef0dc7497fd088f729,73640506,44100,417.462857,locked,locked_catalogue_test,human_musicnet:1772,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1773,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1773.wav,,50ee7c9e3ad051dbfdf5f77b268a1faabd1317e9a26951249cf2fb3e37b14a81,54222394,44100,307.382857,locked,locked_catalogue_test,human_musicnet:1773,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1775,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1775.wav,,b3e09f112b0dad08308dcfc3d2447252cd2df5c72c351bfb95d5cf017bfeb259,101998138,44100,578.220408,locked,locked_catalogue_test,human_musicnet:1775,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1776,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1776.wav,,dbe6fdaa32e4eca79ab80528e33f85bc66f93c378e13e8ea748c81f68796d7f9,128084026,44100,726.099592,locked,locked_catalogue_test,human_musicnet:1776,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1777,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1777.wav,,63866bec3613c56b2b5f1f9b8fe6dc434485d4c0c6483cb1a3d19b094dafd012,111043642,44100,629.498776,locked,locked_catalogue_test,human_musicnet:1777,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1788,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1788.wav,,007605200585574fca5278235762fb43cf5df6d834b884733b369e61f34bb6ed,90527090,44100,513.191791,locked,locked_catalogue_test,human_musicnet:1788,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1789,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1789.wav,,35e63bd98f9fa5c54ccf50a98d517f8308a90ba086556959d842b2d932e0b4ea,81378278,44100,461.327778,locked,locked_catalogue_test,human_musicnet:1789,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1790,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1790.wav,,47914a2f7c7fa2c271d799aba93162ae707cbcd1da1155120ef68426341977d3,57128218,44100,323.855782,locked,locked_catalogue_test,human_musicnet:1790,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1791,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1791.wav,,32480918a7148aa4b484db8557d2f4bbe03043fc4ba3622b8c936e1fa58eee25,62009558,44100,351.527778,locked,locked_catalogue_test,human_musicnet:1791,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1792,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1792.wav,,01dee028c82840f59f3d97ace0b7dcfd339b7bae29dce4d7b93c21ccfc71fd13,83400250,44100,472.790204,locked,locked_catalogue_test,human_musicnet:1792,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1793,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1793.wav,,627eed66328246d0e5d54e8f9a31fc5303dba9d597aae8ef821bb0d185918b89,89063482,44100,504.894694,locked,locked_catalogue_test,human_musicnet:1793,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1805,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1805.wav,,8bb5796a780773cc6101524e015858cb38d91855390a52e7c7e606385f55be79,62936122,44100,356.780408,locked,locked_catalogue_test,human_musicnet:1805,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1807,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1807.wav,,7be4df7dfe00f2c36ba8bf94058643d08157b557389ce52422ea85dd1a356812,78395962,44100,444.421224,locked,locked_catalogue_test,human_musicnet:1807,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1811,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1811.wav,,061386d7ea62c5b83d91a392e0e5ebc9cb34e9d3485e431aed5086d4baf3ba15,86321722,44100,489.351837,locked,locked_catalogue_test,human_musicnet:1811,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1812,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1812.wav,,335a9b97b6445e017c1a81ea9e66a6c805caa605a92c6f925caa6e4a50d7fc02,82220602,44100,466.102857,locked,locked_catalogue_test,human_musicnet:1812,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1813,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1813.wav,,b0d5d8baad12dd9b634481f42aa2052fb9c4aba4483febc730223cc5e822c683,104426554,44100,591.986939,locked,locked_catalogue_test,human_musicnet:1813,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1817,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1817.wav,,7a9452c4966108c8bf601cadb1e4ea03389b392276a0f28c3101560a5074df9f,44163130,44100,250.357551,locked,locked_catalogue_test,human_musicnet:1817,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1818,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1818.wav,,5cd428f6b1023ad1725f34e134e0460fff2359377bd44595c016695b737a8db3,71875642,44100,407.457959,locked,locked_catalogue_test,human_musicnet:1818,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1822,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1822.wav,,da1c77b36f86fd4f048a0c69010b6e8b87b014c9acb2fa2713f4594c70747316,81247038,44100,460.583787,locked,locked_catalogue_test,human_musicnet:1822,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1824,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1824.wav,,9095ae7decae37618851c8f25b7bee1ba5f282b05ce67b381e57d4865e534d73,44626398,44100,252.983787,locked,locked_catalogue_test,human_musicnet:1824,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1828,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1828.wav,,f051ed22b2f0ecd226f52ee13d586c088e2440f9c68469ab3713292df1183d10,46785082,44100,265.221224,locked,locked_catalogue_test,human_musicnet:1828,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1829,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1829.wav,,f0704a8ec83d0792277f298697402739009ad380856e8879f3d68eb5558cc81c,74322490,44100,421.32898,locked,locked_catalogue_test,human_musicnet:1829,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1835,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1835.wav,,a279e6ec2eb200f88a86c6d7d66b70a4f93a62099ba3519cb674b66746f32ea9,41785402,44100,236.878367,locked,locked_catalogue_test,human_musicnet:1835,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1859,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1859.wav,,83ddb43f31e4230a7a8f0ba4b864d5b9d03ab637be532c2af9bafc8a3f742eb5,69281338,44100,392.75102,locked,locked_catalogue_test,human_musicnet:1859,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1872,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1872.wav,,93a44dd5200707121c592a33d0565f25936e84765fd8312b1db58f829bcd9f33,89869882,44100,509.466122,locked,locked_catalogue_test,human_musicnet:1872,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1873,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1873.wav,,ea5e75a4420bcadf7273fe5c7afcbb3e81257c48ce265441f53b25c396c6b009,64673338,44100,366.628571,locked,locked_catalogue_test,human_musicnet:1873,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1876,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1876.wav,,12b6274207f59f2e0fe69f3ed9738db2cde5ffcd8feb2982b10441e0e42591a5,62880826,44100,356.466939,locked,locked_catalogue_test,human_musicnet:1876,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1893,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1893.wav,,6fe4449530ee529c35cee4d314dba39d2ae07078ff55fd8ee68cd161144e2278,57480250,44100,325.851429,locked,locked_catalogue_test,human_musicnet:1893,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1916,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1916.wav,,88ddfddbcc29684b04a031e363c551466ed296572cb6390be1f84818d0a3b069,119074254,44100,675.023787,locked,locked_catalogue_test,human_musicnet:1916,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1918,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1918.wav,,560f5aee55907a25a49e269b761fa9dd595c55801693c0f21e494c37f7c4f67e,64765634,44100,367.151791,locked,locked_catalogue_test,human_musicnet:1918,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1919,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1919.wav,,8056238b8a44ff4e67181f842dd84900de13c62397daa34cc14fbd290a0cd653,76611246,44100,434.303787,locked,locked_catalogue_test,human_musicnet:1919,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
human_musicnet_1922,0,human_musicnet,15078b3037afe83bdcacb9cea14232e4debffd2b,https://huggingface.co/datasets/DreamyWanderer/MusicNet/resolve/15078b3037afe83bdcacb9cea14232e4debffd2b/data/train/1922.wav,,8a703634ea4398e9365443e7da995d4c63cd5e84f3151215a8fd3f0f1db55785,70917178,44100,402.02449,locked,locked_catalogue_test,human_musicnet:1922,,,public-domain or Creative Commons per MusicNet,locked_only,A-,all 330 recordings; no detector inspection before lock
